gps_speed_avg,gps_speed_var,gps_speed_max,gps_accel_rms,heading_change_rate,stop_frequency,accel_magnitude_mean,accel_magnitude_var,accel_rms,accel_jerk_mean,accel_peak_freq,gyro_magnitude_mean,gyro_magnitude_var,gyro_rms,cadence_steps_per_min,transit_corridor_overlap,dwell_time_ratio,ble_beacon_proximity,label
62.619,10.716,86.862,0.466,4.354,0.159,0.423,0.254,0.275,0.685,0.018,14.812,27.004,24.958,0.0,0.362,0.125,0.04,car
53.818,7.612,70.267,0.692,1.225,0.081,0.267,0.293,0.364,1.116,0.241,16.575,41.974,18.435,0.0,0.21,0.095,0.045,car
59.581,5.08,70.871,0.638,1.475,0.219,0.337,0.234,0.714,2.139,0.098,19.621,25.346,8.0,0.0,0.269,0.145,0.02,car
63.283,4.745,78.129,1.241,5.77,0.185,0.574,0.193,0.499,1.389,0.162,5.557,43.858,9.476,0.0,0.168,0.152,0.05,car
29.699,5.752,40.034,0.402,1.908,0.071,0.436,0.285,0.282,1.93,0.093,12.296,70.774,18.802,0.0,0.226,0.195,0.036,car
57.127,9.625,70.907,1.218,5.934,0.163,0.495,0.22,0.307,2.11,0.198,8.001,27.074,21.684,0.0,0.312,0.139,0.038,car
61.817,11.074,86.677,1.156,5.799,0.16,0.362,0.289,0.561,1.705,0.121,13.411,19.203,8.561,0.0,0.057,0.186,0.033,car
62.129,4.061,89.714,0.705,4.275,0.211,0.344,0.168,0.346,0.653,0.213,15.459,26.395,18.22,0.0,0.173,0.149,0.012,car
58.84,6.241,70.301,1.118,1.134,0.132,0.583,0.235,0.742,2.07,0.066,6.562,16.136,11.824,0.0,0.317,0.071,0.029,car
28.076,10.536,47.506,0.927,2.106,0.064,0.208,0.272,0.397,2.015,0.069,14.266,45.811,19.049,0.0,0.438,0.13,0.017,car
47.901,5.969,74.434,1.115,5.26,0.063,0.344,0.246,0.658,1.028,0.122,10.196,15.87,13.461,0.0,0.401,0.184,0.048,car
49.051,6.76,60.934,1.248,2.273,0.249,0.259,0.176,0.579,1.194,0.149,10.93,26.097,18.02,0.0,0.146,0.076,0.007,car
42.894,11.104,67.814,1.143,5.174,0.185,0.557,0.185,0.254,1.23,0.117,14.335,75.428,19.503,0.0,0.264,0.125,0.039,car
62.765,9.546,88.364,0.471,4.009,0.218,0.362,0.264,0.587,1.819,0.005,6.578,69.097,20.237,0.0,0.425,0.19,0.049,car
42.623,7.674,64.367,0.781,4.049,0.083,0.569,0.287,0.678,0.622,0.276,11.253,19.358,12.827,0.0,0.105,0.139,0.032,car
50.022,10.51,71.044,0.884,4.088,0.206,0.358,0.282,0.376,1.568,0.03,6.036,20.975,24.829,0.0,0.182,0.08,0.033,car
63.715,4.418,77.455,0.464,4.077,0.247,0.521,0.319,0.266,1.88,0.066,15.835,60.211,19.263,0.0,0.43,0.087,0.026,car
33.988,6.316,58.121,1.198,2.347,0.129,0.229,0.063,0.273,1.927,0.032,18.729,21.583,20.218,0.0,0.308,0.141,0.02,car
42.559,10.265,69.559,0.512,5.135,0.159,0.379,0.068,0.386,1.733,0.194,16.531,71.459,13.81,0.0,0.208,0.161,0.039,car
31.864,10.692,53.797,1.211,5.727,0.173,0.325,0.091,0.374,1.291,0.135,6.1,64.439,16.182,0.0,0.152,0.113,0.044,car
52.376,2.699,66.023,0.537,4.123,0.19,0.642,0.274,0.38,1.609,0.147,5.068,20.422,17.361,0.0,0.411,0.163,0.011,car
41.731,6.181,69.247,0.822,4.737,0.143,0.433,0.255,0.305,2.118,0.106,13.64,43.733,10.514,0.0,0.085,0.123,0.006,car
47.228,3.887,72.456,1.256,3.596,0.166,0.504,0.312,0.653,2.028,0.135,5.29,25.812,12.065,0.0,0.349,0.084,0.046,car
54.719,4.927,81.398,0.892,1.675,0.159,0.31,0.323,0.26,1.828,0.033,7.767,18.485,15.063,0.0,0.237,0.104,0.023,car
49.265,10.348,74.991,0.54,4.431,0.128,0.504,0.149,0.512,1.476,0.006,18.404,33.785,15.277,0.0,0.349,0.19,0.048,car
39.554,10.442,55.781,0.631,2.772,0.101,0.593,0.166,0.599,1.784,0.069,15.493,19.93,12.493,0.0,0.157,0.168,0.031,car
32.459,3.922,59.301,1.125,2.486,0.199,0.417,0.149,0.785,1.546,0.014,11.503,21.521,18.849,0.0,0.305,0.12,0.03,car
33.258,3.683,56.848,1.216,4.693,0.097,0.322,0.277,0.3,1.224,0.295,16.92,51.796,24.824,0.0,0.073,0.135,0.04,car
49.702,2.521,60.342,1.204,2.535,0.076,0.295,0.207,0.253,1.018,0.171,14.733,24.383,11.866,0.0,0.1,0.142,0.039,car
32.936,2.522,42.941,0.984,1.757,0.151,0.314,0.224,0.286,1.762,0.109,19.894,41.524,13.778,0.0,0.418,0.105,0.006,car
56.0,9.197,74.659,0.802,5.492,0.106,0.381,0.225,0.721,1.62,0.19,8.34,46.274,20.643,0.0,0.398,0.193,0.016,car
45.453,5.105,72.359,0.592,3.012,0.23,0.301,0.111,0.374,1.179,0.181,12.711,20.54,12.493,0.0,0.253,0.163,0.01,car
51.202,3.237,76.624,0.609,1.288,0.146,0.346,0.055,0.536,1.795,0.243,7.106,35.715,14.295,0.0,0.439,0.197,0.029,car
51.316,8.953,81.028,0.917,4.408,0.15,0.373,0.277,0.51,1.14,0.224,11.118,18.014,18.549,0.0,0.057,0.162,0.016,car
22.575,3.891,47.492,0.668,1.103,0.141,0.567,0.125,0.667,1.903,0.119,6.587,69.837,18.025,0.0,0.38,0.155,0.014,car
34.5,4.971,48.982,0.543,1.109,0.141,0.426,0.116,0.35,1.335,0.087,15.295,28.139,23.304,0.0,0.344,0.175,0.034,car
59.144,2.283,80.213,1.187,3.087,0.229,0.524,0.207,0.702,0.618,0.246,17.811,55.561,11.807,0.0,0.144,0.073,0.013,car
60.773,5.841,80.932,0.971,5.672,0.105,0.526,0.119,0.553,1.166,0.144,15.006,51.366,17.392,0.0,0.132,0.068,0.005,car
52.916,3.535,75.025,1.012,2.038,0.219,0.331,0.131,0.281,0.873,0.076,8.541,39.063,14.053,0.0,0.26,0.126,0.039,car
42.728,8.043,55.473,0.925,1.383,0.168,0.313,0.098,0.451,0.834,0.156,10.621,50.42,16.55,0.0,0.238,0.137,0.009,car
59.048,9.446,72.572,1.196,4.23,0.063,0.58,0.336,0.729,1.285,0.205,5.498,58.939,21.328,0.0,0.108,0.173,0.023,car
64.023,11.208,76.012,1.194,4.569,0.217,0.271,0.178,0.341,0.798,0.033,18.94,50.729,22.25,0.0,0.137,0.128,0.015,car
38.422,6.781,59.421,1.17,1.46,0.117,0.345,0.052,0.482,0.93,0.283,6.997,65.105,10.443,0.0,0.326,0.104,0.013,car
41.683,8.95,55.505,1.183,4.242,0.104,0.553,0.133,0.505,2.004,0.216,6.626,26.676,24.444,0.0,0.185,0.194,0.041,car
54.462,3.384,72.048,0.885,1.374,0.055,0.376,0.323,0.768,1.015,0.11,11.218,35.272,12.511,0.0,0.429,0.169,0.024,car
28.438,2.746,48.337,1.078,4.762,0.209,0.231,0.079,0.541,1.784,0.166,19.118,47.918,16.389,0.0,0.052,0.111,0.004,car
26.25,9.944,53.78,1.002,2.984,0.114,0.328,0.325,0.422,0.931,0.166,5.245,74.087,15.998,0.0,0.45,0.171,0.003,car
30.397,7.818,60.331,1.056,3.589,0.141,0.59,0.057,0.304,1.034,0.225,9.496,41.983,19.958,0.0,0.181,0.199,0.018,car
23.601,5.858,40.25,0.674,2.823,0.12,0.278,0.323,0.313,0.736,0.242,12.304,61.464,21.371,0.0,0.407,0.172,0.019,car
23.509,11.769,34.089,0.451,5.132,0.116,0.293,0.074,0.338,2.032,0.131,10.801,79.175,13.759,0.0,0.29,0.152,0.038,car
31.794,3.922,52.174,0.923,2.284,0.148,0.306,0.131,0.342,2.042,0.079,6.799,26.634,17.798,0.0,0.284,0.16,0.029,car
54.126,10.72,74.353,1.005,2.903,0.204,0.537,0.278,0.28,1.447,0.175,17.254,57.314,21.959,0.0,0.372,0.067,0.033,car
57.775,7.799,81.317,0.598,3.964,0.241,0.578,0.246,0.777,1.109,0.108,19.357,65.651,17.507,0.0,0.395,0.095,0.034,car
58.418,4.022,83.594,0.504,3.624,0.11,0.452,0.204,0.705,0.991,0.203,15.926,61.929,22.292,0.0,0.19,0.051,0.048,car
60.141,9.576,78.815,1.073,5.503,0.127,0.601,0.162,0.708,1.813,0.21,17.177,62.004,8.201,0.0,0.293,0.143,0.047,car
47.368,10.75,58.323,0.948,4.828,0.245,0.348,0.14,0.544,1.542,0.091,16.392,20.951,14.895,0.0,0.313,0.128,0.004,car
44.444,10.691,59.623,0.933,3.67,0.097,0.24,0.148,0.311,1.583,0.063,13.842,42.649,12.064,0.0,0.199,0.172,0.003,car
37.714,9.552,58.071,0.583,2.265,0.164,0.362,0.131,0.295,1.946,0.241,19.097,68.51,15.483,0.0,0.362,0.192,0.004,car
57.013,8.15,80.635,0.66,1.855,0.108,0.256,0.233,0.719,1.708,0.102,14.05,21.349,20.805,0.0,0.125,0.121,0.041,car
59.97,11.567,76.715,1.04,2.095,0.158,0.501,0.058,0.518,0.707,0.03,17.228,28.083,20.032,0.0,0.275,0.087,0.024,car
40.595,4.075,69.057,0.723,1.928,0.173,0.49,0.171,0.67,0.986,0.24,15.259,76.804,17.371,0.0,0.236,0.198,0.04,car
25.795,11.206,48.569,1.299,1.093,0.144,0.485,0.3,0.294,2.075,0.007,6.673,78.728,21.084,0.0,0.377,0.183,0.002,car
43.235,3.821,53.531,0.602,4.948,0.104,0.381,0.182,0.662,1.023,0.102,19.738,21.381,15.734,0.0,0.067,0.074,0.022,car
64.311,11.977,82.712,0.47,5.6,0.077,0.61,0.232,0.459,0.894,0.293,6.921,48.044,8.283,0.0,0.422,0.173,0.002,car
23.57,5.287,43.738,1.002,2.291,0.198,0.409,0.17,0.735,1.138,0.093,18.948,25.76,14.92,0.0,0.243,0.146,0.032,car
23.848,4.38,40.575,1.215,1.827,0.067,0.232,0.144,0.342,1.341,0.154,5.838,16.013,14.418,0.0,0.412,0.135,0.005,car
46.533,6.126,66.826,0.497,5.167,0.061,0.605,0.309,0.717,1.747,0.027,17.596,58.126,18.438,0.0,0.427,0.051,0.037,car
30.285,8.683,51.202,1.245,4.608,0.107,0.546,0.32,0.708,1.248,0.178,19.277,59.936,7.427,0.0,0.298,0.144,0.035,car
45.58,8.196,72.656,1.039,5.757,0.171,0.536,0.296,0.644,1.164,0.051,12.318,15.968,24.327,0.0,0.22,0.122,0.034,car
40.387,7.56,52.909,0.633,1.354,0.25,0.551,0.268,0.534,1.628,0.099,6.189,29.929,19.839,0.0,0.184,0.178,0.048,car
34.377,3.992,62.853,0.951,2.25,0.181,0.597,0.275,0.491,1.356,0.01,16.298,21.609,24.276,0.0,0.063,0.089,0.003,car
35.953,3.849,65.665,0.848,1.169,0.221,0.26,0.296,0.407,1.091,0.038,15.448,35.012,7.696,0.0,0.349,0.169,0.049,car
56.426,8.304,83.696,0.539,4.941,0.07,0.574,0.117,0.686,1.597,0.069,14.773,43.477,18.924,0.0,0.105,0.175,0.011,car
46.533,6.69,74.318,0.838,2.831,0.112,0.565,0.127,0.45,0.975,0.163,5.417,33.556,19.363,0.0,0.099,0.175,0.017,car
48.625,4.482,64.591,0.437,2.456,0.07,0.559,0.055,0.645,1.273,0.197,5.203,17.218,8.291,0.0,0.165,0.12,0.05,car
40.933,9.488,56.579,1.05,1.185,0.174,0.636,0.087,0.32,0.72,0.008,7.636,19.603,12.59,0.0,0.222,0.136,0.038,car
22.419,11.081,49.41,0.989,1.102,0.083,0.275,0.216,0.642,1.157,0.164,8.935,64.045,17.323,0.0,0.339,0.191,0.007,car
54.526,9.878,79.767,1.229,4.464,0.147,0.5,0.115,0.62,1.636,0.137,5.472,49.903,15.137,0.0,0.257,0.133,0.024,car
44.219,2.685,64.046,0.652,1.319,0.112,0.219,0.267,0.567,1.925,0.147,9.123,41.892,22.548,0.0,0.213,0.065,0.034,car
61.56,3.711,84.395,0.573,5.734,0.189,0.415,0.202,0.436,2.104,0.088,11.341,34.804,7.841,0.0,0.177,0.081,0.031,car
59.701,8.919,83.684,0.949,2.672,0.102,0.403,0.217,0.401,0.833,0.082,17.974,75.699,19.011,0.0,0.364,0.183,0.015,car
33.271,6.798,58.617,0.525,2.583,0.167,0.422,0.096,0.622,1.268,0.275,11.939,39.38,17.473,0.0,0.417,0.15,0.031,car
61.286,5.475,84.357,0.493,4.745,0.215,0.425,0.194,0.416,1.895,0.058,10.382,19.85,9.341,0.0,0.434,0.161,0.025,car
24.838,7.294,54.459,1.044,5.45,0.172,0.643,0.154,0.549,1.644,0.137,18.692,69.85,16.961,0.0,0.448,0.102,0.04,car
44.039,4.492,57.924,1.069,1.641,0.209,0.222,0.134,0.486,1.475,0.247,10.811,78.022,10.291,0.0,0.124,0.076,0.014,car
40.839,4.926,63.03,1.139,2.584,0.121,0.346,0.071,0.646,1.192,0.095,5.636,18.638,10.873,0.0,0.11,0.114,0.021,car
51.334,7.452,78.545,0.729,5.146,0.124,0.294,0.135,0.395,1.134,0.033,18.0,18.664,11.416,0.0,0.107,0.138,0.04,car
47.326,10.161,73.033,0.698,2.213,0.125,0.533,0.123,0.377,0.938,0.266,16.26,53.462,22.958,0.0,0.183,0.144,0.002,car
31.649,2.43,44.292,0.792,5.589,0.234,0.404,0.212,0.676,1.227,0.001,13.457,30.532,17.348,0.0,0.319,0.19,0.02,car
38.272,4.546,58.172,0.942,2.499,0.138,0.341,0.141,0.621,1.733,0.039,5.944,23.773,20.664,0.0,0.267,0.133,0.048,car
63.241,3.319,73.896,1.202,2.578,0.099,0.203,0.178,0.613,1.25,0.117,16.033,41.644,7.437,0.0,0.133,0.096,0.022,car
28.773,8.073,50.756,1.031,1.753,0.178,0.277,0.14,0.692,0.897,0.135,14.459,36.889,17.966,0.0,0.403,0.121,0.006,car
36.758,10.073,49.688,1.036,1.809,0.136,0.21,0.275,0.716,2.045,0.15,7.007,21.561,10.981,0.0,0.166,0.155,0.036,car
23.49,2.289,41.672,1.228,4.119,0.237,0.52,0.25,0.718,2.107,0.214,17.818,26.484,7.237,0.0,0.264,0.056,0.01,car
24.727,3.118,40.149,1.207,3.057,0.065,0.539,0.067,0.648,0.929,0.07,10.204,78.353,20.499,0.0,0.094,0.06,0.046,car
41.54,8.756,66.763,1.233,5.786,0.248,0.261,0.071,0.618,1.173,0.226,8.054,22.534,10.083,0.0,0.154,0.188,0.046,car
54.188,11.688,80.423,0.681,3.22,0.084,0.236,0.307,0.643,1.149,0.093,5.772,28.263,12.154,0.0,0.258,0.167,0.032,car
25.382,11.946,42.72,0.748,2.66,0.068,0.57,0.156,0.728,1.493,0.265,17.179,58.212,14.626,0.0,0.364,0.102,0.019,car
54.313,5.589,66.219,0.599,3.044,0.236,0.539,0.286,0.5,1.887,0.057,11.078,51.053,14.888,0.0,0.335,0.145,0.006,car
45.818,10.367,64.903,0.474,3.949,0.208,0.514,0.197,0.3,0.799,0.3,15.13,55.658,7.416,0.0,0.131,0.192,0.004,car
37.224,8.326,48.206,0.514,2.5,0.227,0.385,0.122,0.413,0.994,0.257,6.464,23.295,10.706,0.0,0.184,0.157,0.047,car
64.77,7.803,80.766,0.506,3.091,0.057,0.263,0.334,0.251,1.388,0.284,14.738,62.998,8.763,0.0,0.396,0.058,0.022,car
22.688,8.517,44.841,1.09,3.671,0.054,0.638,0.058,0.681,2.012,0.236,7.862,47.51,17.871,0.0,0.218,0.054,0.041,car
63.821,5.514,79.325,1.162,1.281,0.119,0.5,0.25,0.537,1.383,0.248,18.939,65.805,16.827,0.0,0.401,0.118,0.009,car
41.42,6.615,53.996,1.122,2.854,0.231,0.33,0.071,0.301,1.235,0.125,9.751,61.052,8.391,0.0,0.444,0.122,0.003,car
57.65,5.566,84.537,0.64,2.781,0.143,0.498,0.335,0.545,0.848,0.052,17.848,39.935,9.501,0.0,0.238,0.2,0.045,car
30.039,8.434,59.017,0.808,1.442,0.057,0.489,0.102,0.7,1.229,0.181,17.944,35.427,14.718,0.0,0.245,0.136,0.004,car
49.716,10.5,62.434,1.286,5.451,0.147,0.23,0.208,0.262,1.623,0.02,6.213,35.985,24.333,0.0,0.243,0.156,0.015,car
58.912,11.056,85.175,1.246,2.596,0.132,0.443,0.061,0.428,1.635,0.027,6.903,35.179,10.944,0.0,0.374,0.149,0.048,car
52.779,3.663,64.751,0.941,4.7,0.134,0.57,0.275,0.654,1.853,0.252,18.345,39.474,15.813,0.0,0.263,0.107,0.034,car
27.79,5.855,53.643,0.953,1.364,0.11,0.464,0.334,0.753,0.964,0.209,16.724,35.433,13.666,0.0,0.166,0.053,0.023,car
64.431,10.982,89.644,0.619,3.949,0.051,0.321,0.133,0.285,1.625,0.032,16.894,38.64,9.266,0.0,0.067,0.054,0.036,car
31.675,9.135,50.657,1.037,1.848,0.176,0.33,0.244,0.565,2.045,0.049,6.449,19.541,20.469,0.0,0.326,0.187,0.029,car
56.78,2.599,77.112,1.118,3.756,0.062,0.563,0.24,0.439,1.004,0.219,7.616,65.535,24.937,0.0,0.078,0.149,0.012,car
63.439,5.264,79.188,0.993,1.766,0.11,0.337,0.211,0.753,1.83,0.013,19.295,33.731,8.375,0.0,0.23,0.134,0.007,car
56.399,2.806,73.479,0.45,2.275,0.242,0.471,0.171,0.391,1.57,0.026,17.116,76.632,8.119,0.0,0.271,0.164,0.044,car
49.428,3.491,64.356,0.864,2.853,0.142,0.433,0.348,0.644,0.895,0.082,8.28,35.354,11.043,0.0,0.41,0.159,0.026,car
25.221,6.29,35.826,0.776,3.84,0.184,0.521,0.159,0.609,1.051,0.276,9.438,39.734,16.937,0.0,0.3,0.076,0.005,car
34.549,3.581,51.023,1.188,5.725,0.225,0.304,0.203,0.647,1.93,0.051,6.731,74.871,13.15,0.0,0.225,0.145,0.044,car
57.08,11.266,78.582,0.807,5.33,0.177,0.365,0.212,0.514,0.684,0.279,12.576,30.238,18.251,0.0,0.123,0.063,0.044,car
33.088,10.899,51.715,0.755,5.145,0.248,0.364,0.294,0.428,1.064,0.177,19.095,69.626,11.334,0.0,0.313,0.151,0.045,car
28.607,6.798,42.59,0.786,4.84,0.143,0.262,0.102,0.794,1.002,0.038,16.315,28.798,12.447,0.0,0.252,0.148,0.045,car
52.972,9.928,80.023,0.528,2.558,0.237,0.448,0.302,0.634,1.378,0.108,15.068,30.003,10.898,0.0,0.372,0.083,0.027,car
45.106,10.331,67.675,0.924,2.23,0.096,0.551,0.235,0.615,1.353,0.063,13.725,66.339,7.607,0.0,0.289,0.103,0.002,car
51.623,3.936,68.363,0.919,1.738,0.197,0.377,0.308,0.368,1.424,0.117,9.115,50.612,22.889,0.0,0.449,0.076,0.043,car
52.841,3.737,81.143,1.001,3.024,0.108,0.519,0.183,0.404,0.83,0.19,6.426,52.226,24.113,0.0,0.208,0.17,0.018,car
27.567,7.827,41.04,1.106,2.145,0.127,0.378,0.158,0.598,0.853,0.258,11.322,20.751,22.63,0.0,0.407,0.171,0.044,car
49.543,10.615,73.514,1.232,4.664,0.082,0.41,0.179,0.607,1.595,0.216,7.468,26.088,9.707,0.0,0.373,0.093,0.048,car
38.486,7.801,65.575,1.089,5.598,0.188,0.324,0.229,0.283,1.04,0.071,18.033,66.538,16.056,0.0,0.195,0.065,0.017,car
39.982,10.458,61.147,0.676,4.625,0.229,0.353,0.139,0.505,1.66,0.296,6.825,75.509,20.496,0.0,0.117,0.19,0.033,car
33.87,8.987,59.401,0.773,3.678,0.117,0.459,0.223,0.261,2.132,0.206,12.097,21.623,12.841,0.0,0.339,0.157,0.048,car
32.224,11.93,44.994,0.769,3.166,0.123,0.45,0.126,0.587,1.743,0.134,10.721,41.891,8.254,0.0,0.231,0.127,0.023,car
36.6,7.338,51.012,0.952,1.489,0.109,0.209,0.16,0.608,0.747,0.136,6.802,18.151,7.78,0.0,0.096,0.101,0.018,car
36.22,11.137,53.549,1.038,2.72,0.178,0.32,0.156,0.427,2.188,0.095,16.431,75.958,14.347,0.0,0.215,0.112,0.04,car
26.012,10.34,55.731,0.978,5.593,0.132,0.554,0.218,0.354,0.984,0.03,16.771,79.165,11.869,0.0,0.265,0.098,0.037,car
