gps_speed_avg,gps_speed_var,gps_speed_max,gps_accel_rms,heading_change_rate,stop_frequency,accel_magnitude_mean,accel_magnitude_var,accel_rms,accel_jerk_mean,accel_peak_freq,gyro_magnitude_mean,gyro_magnitude_var,gyro_rms,cadence_steps_per_min,transit_corridor_overlap,dwell_time_ratio,ble_beacon_proximity,label
5.747,0.291,7.004,0.306,10.039,0.104,2.023,1.386,3.11,7.395,1.65,29.407,284.977,25.236,102.7,0.191,0.037,0.032,walking
5.04,0.259,5.736,0.238,5.084,0.016,1.534,0.931,3.353,8.576,2.109,35.849,269.176,40.187,115.3,0.156,0.046,0.036,walking
3.508,0.296,4.429,0.189,6.846,0.037,2.461,3.079,2.844,5.52,1.894,27.458,346.2,44.515,129.4,0.017,0.01,0.049,walking
4.279,0.114,4.95,0.4,4.548,0.043,1.859,2.9,2.019,7.049,2.113,55.025,334.333,32.388,105.0,0.009,0.003,0.008,walking
4.515,0.452,5.163,0.175,5.542,0.021,1.78,1.159,2.678,7.22,1.855,22.902,307.666,37.405,104.2,0.178,0.096,0.036,walking
5.604,0.115,6.668,0.362,3.554,0.054,2.709,1.966,2.685,8.289,2.109,36.227,233.296,43.175,120.6,0.05,0.032,0.008,walking
3.924,0.163,5.285,0.397,4.1,0.135,1.464,1.31,2.727,6.113,1.608,43.114,284.721,27.837,100.0,0.028,0.033,0.041,walking
4.828,0.245,5.631,0.162,4.305,0.128,1.312,2.735,2.038,7.029,1.664,57.374,333.643,67.702,97.4,0.227,0.075,0.028,walking
3.229,0.343,4.768,0.291,6.074,0.013,2.682,2.297,3.492,5.406,1.794,34.379,164.009,67.744,112.9,0.112,0.048,0.002,walking
4.281,0.416,5.23,0.221,8.609,0.028,2.419,3.129,2.145,6.197,1.856,25.238,220.422,37.285,120.4,0.137,0.072,0.01,walking
5.53,0.389,6.268,0.255,8.003,0.053,1.82,2.101,2.446,6.752,2.112,49.491,299.794,29.167,121.9,0.221,0.091,0.042,walking
4.196,0.404,4.848,0.141,8.277,0.118,2.355,2.502,2.393,6.167,1.804,48.383,248.462,50.189,128.9,0.233,0.069,0.021,walking
5.363,0.461,5.982,0.392,7.094,0.028,2.17,2.226,2.18,4.157,1.924,41.638,262.383,54.379,115.9,0.185,0.076,0.019,walking
5.252,0.336,5.863,0.31,5.121,0.038,1.725,1.88,2.557,5.054,1.825,55.153,138.365,40.577,103.4,0.005,0.098,0.041,walking
5.729,0.235,6.24,0.312,4.057,0.094,1.333,2.596,2.462,8.923,1.965,20.921,140.488,25.649,108.3,0.029,0.012,0.027,walking
4.999,0.23,5.911,0.336,11.428,0.115,2.159,2.078,3.403,7.278,2.153,55.566,262.347,32.471,109.0,0.239,0.073,0.018,walking
3.887,0.248,4.483,0.154,4.151,0.149,2.029,1.863,1.972,6.064,1.755,50.517,224.131,61.741,111.5,0.19,0.047,0.028,walking
3.034,0.216,4.701,0.264,10.075,0.036,2.446,1.963,2.004,5.554,1.832,30.828,212.87,53.498,108.3,0.216,0.027,0.009,walking
4.911,0.193,5.691,0.113,9.372,0.037,1.786,1.158,2.404,7.807,1.758,39.122,313.936,28.462,96.2,0.122,0.095,0.018,walking
4.866,0.329,6.546,0.322,9.297,0.073,2.427,1.351,2.443,7.283,2.045,50.135,256.069,25.614,110.0,0.065,0.095,0.032,walking
3.715,0.307,4.358,0.276,8.809,0.065,1.713,1.304,2.238,4.646,1.875,31.408,366.522,37.552,128.0,0.141,0.046,0.038,walking
3.775,0.291,4.385,0.398,5.276,0.091,2.503,1.904,1.985,7.532,1.939,37.736,244.44,25.803,95.8,0.031,0.086,0.022,walking
4.657,0.496,5.332,0.262,6.695,0.055,2.406,0.949,3.073,5.837,1.894,46.917,144.089,49.154,104.8,0.169,0.061,0.028,walking
4.195,0.32,5.861,0.373,6.981,0.076,1.855,1.907,2.2,7.366,1.924,23.257,219.654,39.915,122.2,0.132,0.013,0.018,walking
3.074,0.404,4.591,0.305,7.229,0.08,1.893,1.174,2.599,4.524,1.654,24.144,151.571,35.686,98.1,0.204,0.055,0.049,walking
5.334,0.122,6.082,0.279,7.593,0.112,2.003,1.87,1.6,5.806,1.665,50.85,182.776,48.878,121.7,0.156,0.002,0.047,walking
4.115,0.25,5.241,0.201,8.558,0.087,2.055,1.271,1.925,9.808,1.827,25.776,224.639,66.276,102.2,0.133,0.074,0.022,walking
3.413,0.155,4.775,0.171,4.2,0.136,1.221,2.69,3.308,7.498,2.006,51.747,196.063,68.621,119.3,0.197,0.087,0.005,walking
5.33,0.377,5.908,0.293,8.687,0.107,1.37,1.648,2.459,9.014,1.706,52.227,142.013,47.806,112.9,0.066,0.099,0.031,walking
3.805,0.254,5.115,0.196,11.722,0.048,2.789,1.219,2.34,9.502,1.661,50.21,362.666,26.247,98.7,0.173,0.012,0.029,walking
4.465,0.413,5.544,0.33,5.205,0.124,1.82,1.423,2.802,9.884,2.199,38.27,356.856,53.801,111.7,0.249,0.0,0.009,walking
4.806,0.348,6.48,0.32,7.09,0.022,1.365,1.048,2.044,8.275,1.902,45.836,264.546,32.506,109.9,0.217,0.053,0.022,walking
4.792,0.454,6.026,0.271,11.401,0.025,2.152,1.697,2.058,4.146,1.754,43.681,332.884,26.183,124.5,0.091,0.011,0.049,walking
4.076,0.19,4.901,0.186,7.405,0.011,2.048,2.792,1.45,6.321,1.892,25.3,108.365,53.261,121.1,0.004,0.073,0.029,walking
3.736,0.362,4.656,0.239,3.442,0.129,1.638,1.39,2.502,9.555,1.612,59.156,278.16,54.697,125.0,0.057,0.005,0.01,walking
3.663,0.158,4.301,0.385,5.698,0.144,1.466,2.864,2.676,8.778,1.885,44.585,367.751,63.241,96.4,0.171,0.096,0.001,walking
5.264,0.487,5.994,0.31,11.783,0.03,2.661,2.554,2.412,8.536,1.726,28.024,371.03,41.564,116.0,0.25,0.039,0.001,walking
3.036,0.528,3.663,0.397,10.907,0.051,1.461,2.215,2.79,6.737,1.852,41.745,238.139,53.354,100.8,0.247,0.023,0.027,walking
4.457,0.539,5.228,0.221,7.696,0.146,2.294,0.953,3.373,5.361,1.976,42.577,374.461,41.687,108.7,0.017,0.076,0.032,walking
5.645,0.139,6.227,0.122,6.824,0.012,1.681,1.996,2.851,5.163,1.673,49.973,234.354,37.311,96.6,0.109,0.057,0.01,walking
5.101,0.555,5.905,0.21,3.938,0.136,1.825,2.639,2.303,8.565,1.74,51.519,387.664,55.754,122.9,0.037,0.019,0.031,walking
4.158,0.485,5.936,0.309,9.836,0.037,1.346,2.94,2.324,9.212,1.82,28.243,218.871,50.031,110.6,0.092,0.029,0.012,walking
4.481,0.455,6.159,0.335,4.75,0.054,2.121,1.25,2.901,4.383,1.853,56.984,201.477,54.049,106.9,0.06,0.081,0.044,walking
4.466,0.558,5.291,0.288,4.72,0.087,1.71,1.925,1.479,9.495,1.965,23.953,188.861,63.569,112.9,0.115,0.051,0.037,walking
5.548,0.415,6.603,0.164,5.884,0.06,1.281,2.628,2.038,9.842,1.618,24.315,160.946,68.823,125.6,0.115,0.072,0.041,walking
4.873,0.578,5.925,0.4,9.864,0.1,1.918,3.048,2.502,5.553,1.629,32.876,153.834,54.728,113.9,0.249,0.045,0.005,walking
5.243,0.31,6.469,0.327,10.013,0.06,2.424,2.626,2.642,7.601,2.1,26.038,246.686,31.754,122.5,0.106,0.1,0.041,walking
3.093,0.551,3.729,0.139,7.698,0.12,2.417,1.408,2.583,9.173,1.664,21.478,134.294,68.019,112.3,0.106,0.014,0.037,walking
3.915,0.374,5.278,0.17,4.176,0.015,2.514,2.756,2.928,5.042,1.829,58.378,107.891,28.641,113.4,0.041,0.096,0.042,walking
4.087,0.314,5.348,0.277,10.042,0.099,2.524,1.988,2.592,7.091,1.675,26.032,306.848,31.125,101.3,0.225,0.007,0.024,walking
3.565,0.511,4.674,0.169,6.424,0.064,1.307,2.936,2.797,7.283,1.7,22.05,291.307,66.392,114.4,0.039,0.043,0.031,walking
3.954,0.573,5.682,0.225,7.823,0.065,1.864,2.3,1.543,7.902,2.019,47.696,378.615,50.683,116.5,0.106,0.098,0.038,walking
4.806,0.498,5.35,0.371,3.517,0.022,2.666,0.886,2.566,5.64,2.107,35.162,370.032,63.08,118.1,0.032,0.028,0.011,walking
5.572,0.196,7.085,0.108,4.4,0.127,1.792,2.921,2.488,8.11,1.654,49.046,345.712,65.001,119.4,0.013,0.099,0.028,walking
4.91,0.307,5.631,0.184,9.55,0.026,1.678,1.12,2.517,4.406,1.781,31.294,243.345,47.976,122.1,0.086,0.095,0.014,walking
4.231,0.11,5.552,0.357,10.79,0.04,1.408,2.702,1.573,6.733,2.024,59.797,377.762,28.336,101.6,0.082,0.032,0.013,walking
3.894,0.256,4.863,0.287,8.98,0.014,1.396,2.649,3.224,5.495,1.823,32.939,245.175,56.698,120.1,0.248,0.056,0.043,walking
3.734,0.545,4.796,0.178,4.8,0.07,1.23,2.512,2.538,8.4,1.752,29.013,104.459,38.873,126.8,0.086,0.035,0.027,walking
3.853,0.133,5.418,0.155,11.697,0.006,2.419,1.454,2.185,7.08,1.894,37.681,240.914,50.864,120.0,0.01,0.002,0.006,walking
3.562,0.29,5.199,0.304,9.245,0.036,2.355,2.781,2.502,6.119,2.197,44.449,102.145,44.286,111.5,0.062,0.006,0.037,walking
3.836,0.313,5.274,0.287,4.17,0.056,1.665,2.3,1.977,9.345,1.914,38.717,268.243,59.124,115.4,0.086,0.072,0.025,walking
3.231,0.475,4.735,0.205,8.58,0.011,2.079,1.874,1.464,5.486,1.983,24.803,153.411,45.888,115.0,0.199,0.024,0.021,walking
3.77,0.547,4.287,0.354,5.934,0.12,2.573,2.386,1.755,7.758,1.606,36.639,162.089,31.439,101.6,0.031,0.097,0.039,walking
4.015,0.351,5.408,0.259,3.646,0.033,2.088,1.645,3.084,8.693,1.785,24.684,187.254,57.439,105.9,0.099,0.011,0.025,walking
3.791,0.431,5.131,0.297,8.953,0.001,1.867,0.851,2.342,4.472,1.768,23.895,178.773,41.607,95.9,0.237,0.048,0.031,walking
5.02,0.554,6.613,0.298,11.616,0.085,1.23,2.116,2.03,4.48,2.153,27.663,393.522,65.173,107.2,0.124,0.045,0.017,walking
4.878,0.584,6.125,0.316,6.592,0.05,2.396,2.722,1.414,5.815,1.98,46.754,283.803,40.606,99.8,0.079,0.087,0.049,walking
3.486,0.268,4.006,0.231,8.224,0.055,1.384,1.666,2.345,9.907,2.073,24.893,232.626,39.432,105.7,0.029,0.08,0.031,walking
4.204,0.311,4.759,0.252,8.128,0.078,2.178,1.364,2.042,6.896,1.891,30.224,305.711,41.521,110.8,0.049,0.069,0.005,walking
4.17,0.354,5.04,0.278,6.476,0.073,2.414,2.479,1.659,9.882,1.898,31.186,224.146,63.261,112.9,0.171,0.044,0.044,walking
3.896,0.307,5.05,0.277,5.913,0.02,1.679,3.134,2.577,9.974,1.894,24.639,266.268,50.453,119.8,0.147,0.076,0.032,walking
3.623,0.35,4.788,0.277,6.803,0.046,1.606,2.786,2.369,7.596,1.702,42.818,276.609,30.41,103.4,0.2,0.006,0.039,walking
4.771,0.491,5.859,0.172,4.815,0.067,2.335,2.165,1.421,4.802,1.959,32.156,380.601,65.729,126.8,0.221,0.09,0.037,walking
4.194,0.169,4.846,0.246,4.227,0.055,2.299,2.848,2.296,7.989,1.605,28.443,207.575,57.143,118.5,0.169,0.01,0.028,walking
4.515,0.592,5.65,0.131,9.676,0.013,2.127,1.664,3.205,8.698,1.663,46.946,152.701,30.905,121.1,0.141,0.089,0.049,walking
3.259,0.359,4.57,0.321,10.277,0.097,1.767,0.989,2.515,5.506,2.095,31.042,227.556,27.66,108.6,0.119,0.076,0.003,walking
3.261,0.582,4.968,0.184,8.974,0.014,2.722,1.957,1.671,7.477,2.117,49.734,302.264,69.031,124.4,0.084,0.057,0.001,walking
5.454,0.128,7.171,0.276,5.523,0.078,2.037,1.109,2.67,4.841,1.877,57.874,194.954,32.813,116.1,0.036,0.04,0.036,walking
4.269,0.559,5.716,0.316,7.643,0.017,1.926,1.348,2.86,4.129,1.969,32.771,375.052,30.615,128.1,0.101,0.001,0.001,walking
3.673,0.567,4.985,0.293,5.587,0.034,2.745,1.362,1.655,4.723,2.147,44.959,166.302,33.326,127.0,0.093,0.068,0.006,walking
3.265,0.558,3.772,0.23,4.883,0.018,1.345,3.045,1.417,7.973,2.121,41.103,207.107,45.418,117.1,0.047,0.092,0.008,walking
5.389,0.33,6.047,0.154,11.852,0.148,2.452,1.556,2.637,9.045,1.774,29.939,390.27,44.918,108.2,0.114,0.032,0.044,walking
3.34,0.599,4.166,0.16,4.035,0.094,1.821,2.75,3.045,9.858,1.841,33.488,267.618,31.926,118.0,0.186,0.033,0.004,walking
4.335,0.182,5.964,0.167,10.634,0.127,1.772,1.905,2.719,6.3,1.893,26.784,318.427,35.012,126.0,0.163,0.055,0.002,walking
3.686,0.187,4.295,0.226,10.691,0.048,2.203,3.118,2.866,8.896,1.84,23.894,175.316,59.73,108.5,0.029,0.024,0.041,walking
5.405,0.489,6.015,0.346,6.697,0.027,2.349,3.179,1.951,4.268,1.659,51.326,145.224,44.988,102.2,0.056,0.024,0.02,walking
3.999,0.342,4.577,0.159,8.743,0.045,1.811,1.142,2.299,4.544,1.847,27.393,168.448,53.943,115.5,0.192,0.021,0.025,walking
5.602,0.206,7.026,0.31,4.98,0.095,1.912,2.442,1.721,4.242,1.917,52.586,219.047,60.124,99.3,0.008,0.035,0.012,walking
5.313,0.214,6.634,0.138,5.792,0.054,2.134,1.23,3.19,5.865,1.995,55.356,381.297,42.946,107.8,0.015,0.064,0.029,walking
5.618,0.457,6.124,0.318,7.426,0.086,1.907,2.612,2.469,5.041,1.982,40.802,326.269,59.472,108.6,0.004,0.031,0.025,walking
5.253,0.335,6.112,0.28,7.285,0.136,2.118,1.083,1.587,6.023,1.851,51.985,350.353,58.059,122.1,0.016,0.026,0.037,walking
3.797,0.395,5.59,0.164,11.944,0.071,1.916,2.123,2.713,8.932,1.621,20.565,282.118,54.031,96.7,0.109,0.089,0.035,walking
5.43,0.272,6.64,0.262,11.228,0.075,1.338,1.483,2.864,9.916,1.81,28.379,114.803,25.825,127.1,0.027,0.085,0.029,walking
3.253,0.409,4.057,0.315,6.545,0.057,1.999,2.506,3.313,7.72,2.166,23.17,341.766,30.15,124.0,0.247,0.093,0.029,walking
3.004,0.391,3.767,0.242,3.036,0.147,1.732,0.877,2.729,7.958,2.148,45.521,251.439,35.795,111.4,0.178,0.095,0.029,walking
4.93,0.478,6.476,0.103,9.962,0.072,2.106,1.095,2.049,5.556,2.16,30.149,263.659,48.67,121.9,0.073,0.044,0.012,walking
4.103,0.302,5.036,0.394,10.457,0.128,2.795,2.547,2.599,9.209,1.679,56.833,329.262,62.599,111.1,0.166,0.09,0.025,walking
5.304,0.411,6.633,0.205,6.853,0.003,2.797,1.282,3.016,5.642,2.132,44.053,242.028,30.095,114.6,0.076,0.003,0.043,walking
3.481,0.59,4.32,0.229,6.722,0.012,2.117,1.222,3.227,5.044,2.155,39.336,157.729,57.734,108.8,0.133,0.073,0.049,walking
4.498,0.536,6.096,0.283,11.694,0.018,2.683,1.486,2.434,5.75,1.611,32.252,358.042,51.11,111.2,0.01,0.075,0.025,walking
4.565,0.172,6.343,0.145,11.333,0.105,1.823,2.718,2.144,7.545,1.696,34.276,343.38,59.645,123.6,0.042,0.054,0.046,walking
3.437,0.148,3.939,0.277,8.56,0.048,1.799,2.783,2.908,5.362,2.067,37.118,330.039,31.613,109.0,0.23,0.095,0.029,walking
5.691,0.38,7.278,0.398,10.848,0.14,2.474,2.73,1.417,6.945,2.03,48.007,383.989,53.433,104.0,0.127,0.097,0.03,walking
5.32,0.226,6.945,0.362,3.5,0.059,2.103,1.271,1.602,5.483,1.789,20.759,220.4,53.901,103.9,0.005,0.041,0.027,walking
3.478,0.384,4.027,0.223,5.931,0.112,2.265,1.856,1.682,4.293,1.623,36.702,147.798,51.538,127.9,0.142,0.092,0.033,walking
