gps_speed_avg,gps_speed_var,gps_speed_max,gps_accel_rms,heading_change_rate,stop_frequency,accel_magnitude_mean,accel_magnitude_var,accel_rms,accel_jerk_mean,accel_peak_freq,gyro_magnitude_mean,gyro_magnitude_var,gyro_rms,cadence_steps_per_min,transit_corridor_overlap,dwell_time_ratio,ble_beacon_proximity,label
18.452,3.281,21.394,0.322,2.65,0.065,1.505,0.362,1.582,3.764,1.256,30.904,74.722,45.583,70.0,0.052,0.084,0.009,cycling
14.563,1.36,16.889,0.46,5.343,0.061,0.627,1.185,0.889,2.219,1.314,36.353,124.58,45.371,86.5,0.279,0.039,0.032,cycling
17.911,2.594,24.682,0.466,2.628,0.175,1.096,1.238,1.55,4.293,1.115,17.819,136.458,53.799,63.0,0.113,0.149,0.024,cycling
11.441,2.726,14.513,0.717,6.68,0.086,1.436,0.989,1.666,5.909,1.207,16.756,94.226,34.035,85.5,0.13,0.062,0.007,cycling
15.518,3.517,21.062,0.384,7.433,0.091,1.122,1.303,1.55,3.752,1.335,37.301,92.121,46.598,60.9,0.079,0.083,0.005,cycling
15.266,3.293,19.274,0.529,3.546,0.057,1.587,1.155,0.843,3.105,1.487,38.244,120.035,53.198,90.8,0.29,0.051,0.025,cycling
13.71,3.171,17.23,0.7,4.706,0.032,1.538,1.38,1.414,3.3,1.334,34.01,110.106,47.945,79.5,0.233,0.12,0.013,cycling
22.481,2.758,27.048,0.379,6.738,0.069,1.491,1.375,1.736,4.011,1.484,30.408,222.379,38.907,93.5,0.104,0.112,0.039,cycling
12.282,2.973,18.828,0.343,3.431,0.148,1.403,0.667,1.12,2.539,1.271,18.319,248.632,34.767,93.6,0.271,0.025,0.011,cycling
21.455,1.929,26.528,0.523,3.765,0.044,0.741,1.008,0.852,5.736,1.391,39.665,222.774,24.255,67.5,0.23,0.146,0.013,cycling
14.057,2.487,16.568,0.765,2.908,0.192,0.792,0.726,0.994,3.996,1.195,18.994,91.422,43.044,79.4,0.12,0.118,0.014,cycling
13.95,3.101,19.993,0.628,2.97,0.069,1.131,1.393,1.371,5.757,1.049,21.537,84.863,49.653,92.6,0.129,0.125,0.047,cycling
17.615,3.668,21.716,0.452,6.745,0.173,1.451,1.121,1.856,3.578,1.208,39.6,104.177,43.007,80.4,0.059,0.128,0.005,cycling
12.342,1.507,17.485,0.543,6.314,0.131,0.957,0.934,1.006,4.566,1.121,42.659,159.809,42.647,75.2,0.129,0.043,0.035,cycling
18.366,2.992,21.368,0.623,5.032,0.111,0.891,0.785,1.639,2.15,1.372,25.444,69.401,44.86,67.7,0.155,0.144,0.046,cycling
23.411,0.832,28.939,0.887,5.57,0.093,0.793,1.194,1.538,3.136,1.435,38.142,62.462,37.095,82.4,0.083,0.12,0.025,cycling
11.047,2.031,16.821,0.616,3.614,0.076,0.646,1.339,1.117,5.554,1.239,22.133,242.265,53.438,89.8,0.075,0.144,0.048,cycling
13.922,1.385,21.0,0.688,6.293,0.164,1.17,0.422,1.852,3.351,1.147,20.994,102.558,33.907,82.5,0.217,0.03,0.036,cycling
14.317,3.269,20.101,0.744,5.713,0.041,0.703,0.879,1.165,4.052,1.09,28.727,87.837,30.528,62.7,0.217,0.111,0.019,cycling
23.629,2.813,26.462,0.545,5.118,0.085,1.164,1.328,0.862,4.845,1.074,35.709,185.823,47.528,64.8,0.289,0.146,0.024,cycling
16.608,2.282,23.648,0.729,2.577,0.075,1.063,1.206,1.821,5.855,1.443,25.635,164.901,28.307,61.7,0.102,0.071,0.033,cycling
21.483,1.962,29.335,0.675,3.143,0.116,1.583,1.269,1.181,3.867,1.335,37.637,179.545,31.912,75.8,0.117,0.113,0.037,cycling
22.638,3.607,25.557,0.623,3.303,0.126,0.725,0.634,1.968,4.846,1.446,29.711,121.509,40.742,61.6,0.237,0.107,0.022,cycling
21.161,1.833,25.806,0.726,5.229,0.11,1.423,1.061,1.771,5.644,1.226,36.438,209.231,45.411,70.7,0.262,0.093,0.033,cycling
13.281,3.241,17.569,0.767,2.109,0.113,1.103,1.385,1.285,2.999,1.166,28.462,73.487,19.142,76.9,0.222,0.026,0.037,cycling
15.241,3.329,20.728,0.807,6.348,0.171,1.343,0.342,1.354,2.876,1.133,40.848,213.952,52.581,77.0,0.347,0.099,0.04,cycling
22.835,1.926,28.526,0.329,5.554,0.143,1.571,1.313,1.194,3.105,1.32,33.777,50.964,18.805,70.8,0.251,0.127,0.041,cycling
16.87,3.088,20.573,0.695,7.89,0.046,1.514,0.43,0.996,2.325,1.406,40.504,61.07,45.582,80.4,0.098,0.027,0.008,cycling
15.041,0.966,19.127,0.9,2.979,0.187,1.362,1.256,1.807,5.313,1.295,16.04,179.062,36.08,77.2,0.32,0.137,0.007,cycling
18.746,3.607,24.032,0.849,5.799,0.076,0.703,0.586,1.093,3.749,1.455,39.348,96.241,21.053,77.3,0.171,0.049,0.007,cycling
16.556,3.444,19.919,0.66,4.104,0.051,1.207,0.401,0.811,5.677,1.34,24.131,85.793,38.313,61.8,0.167,0.076,0.025,cycling
15.022,3.341,22.525,0.816,6.396,0.165,1.376,0.955,1.103,3.297,1.099,22.43,58.146,53.386,64.4,0.302,0.11,0.011,cycling
22.148,3.203,27.091,0.509,4.022,0.117,1.498,1.143,1.635,3.602,1.479,41.393,213.092,45.324,89.3,0.197,0.107,0.033,cycling
23.222,1.665,25.786,0.395,2.032,0.185,0.725,0.599,1.762,3.779,1.279,20.918,246.483,21.705,84.3,0.258,0.029,0.044,cycling
20.264,0.843,26.638,0.87,6.841,0.032,0.899,1.257,1.283,5.811,1.419,32.6,167.493,28.908,63.4,0.129,0.135,0.041,cycling
15.44,2.145,21.94,0.574,2.019,0.109,0.737,0.377,1.829,3.106,1.483,39.83,134.386,33.942,62.1,0.18,0.114,0.018,cycling
11.328,1.159,13.995,0.631,7.219,0.178,1.49,0.833,1.293,3.581,1.184,31.353,160.153,23.38,85.0,0.077,0.141,0.016,cycling
16.573,2.949,21.587,0.696,6.841,0.141,1.249,0.694,1.654,5.169,1.468,36.451,238.21,20.665,84.3,0.125,0.106,0.015,cycling
20.495,1.747,23.318,0.635,3.606,0.162,0.63,0.355,0.833,5.32,1.351,21.202,76.925,53.736,89.8,0.058,0.1,0.027,cycling
23.17,3.327,25.238,0.885,6.932,0.122,1.093,0.609,1.813,4.817,1.46,22.064,236.893,31.739,81.6,0.17,0.068,0.016,cycling
17.296,2.756,21.546,0.315,7.89,0.14,0.759,0.615,1.836,3.497,1.197,18.545,108.59,22.485,85.6,0.3,0.107,0.038,cycling
14.926,2.358,21.032,0.464,5.243,0.181,1.548,1.013,1.157,4.733,1.394,44.278,140.938,43.612,82.6,0.349,0.052,0.017,cycling
13.992,0.948,17.637,0.463,4.662,0.171,0.87,0.548,1.451,2.645,1.089,20.498,159.183,29.954,80.2,0.32,0.031,0.004,cycling
11.203,2.48,18.625,0.86,3.076,0.089,0.867,1.238,1.436,5.235,1.395,36.053,159.965,44.391,74.0,0.098,0.098,0.039,cycling
17.884,2.619,21.421,0.699,7.14,0.148,1.31,0.951,1.999,3.59,1.208,28.616,175.583,44.706,63.5,0.188,0.124,0.037,cycling
13.159,3.837,15.807,0.578,6.258,0.02,1.187,0.855,1.228,5.532,1.288,43.403,102.161,34.843,67.2,0.197,0.079,0.047,cycling
11.167,1.618,17.245,0.431,5.328,0.133,0.793,0.768,1.198,3.187,1.251,33.676,179.978,30.247,94.2,0.051,0.143,0.019,cycling
17.184,2.047,19.679,0.488,4.78,0.089,1.449,0.63,1.954,5.068,1.187,24.053,144.3,49.379,66.7,0.158,0.062,0.026,cycling
13.514,3.91,19.188,0.412,2.86,0.119,1.34,1.043,1.88,5.856,1.158,34.982,190.803,45.613,85.1,0.057,0.055,0.005,cycling
13.945,1.805,19.175,0.755,4.558,0.067,1.451,0.744,1.225,4.362,1.032,32.488,110.861,45.721,93.6,0.299,0.081,0.02,cycling
11.92,2.439,14.548,0.523,6.44,0.196,0.897,0.649,1.808,4.923,1.127,27.802,197.219,42.054,61.5,0.175,0.113,0.049,cycling
21.931,3.786,26.584,0.491,5.186,0.106,1.573,0.876,1.067,4.836,1.472,24.785,69.684,23.735,77.1,0.12,0.097,0.031,cycling
22.32,1.315,29.795,0.6,2.063,0.043,0.91,1.179,1.893,5.738,1.385,35.851,116.713,36.381,64.7,0.064,0.088,0.013,cycling
14.391,1.037,21.108,0.537,3.382,0.121,0.663,0.828,1.435,3.412,1.461,22.662,229.282,49.671,63.4,0.195,0.099,0.048,cycling
11.617,1.557,16.103,0.502,5.369,0.077,1.304,0.884,1.245,2.461,1.082,18.574,234.601,35.565,75.6,0.083,0.044,0.016,cycling
11.336,2.498,15.152,0.356,3.162,0.082,0.985,1.307,1.036,3.121,1.383,35.71,84.929,36.72,93.2,0.296,0.068,0.007,cycling
12.498,3.497,19.785,0.52,3.795,0.028,1.587,1.281,1.316,5.381,1.417,39.59,125.044,42.363,86.8,0.056,0.102,0.042,cycling
17.198,1.633,21.779,0.85,3.864,0.152,1.355,1.345,0.947,4.923,1.431,34.535,157.07,43.64,72.9,0.068,0.044,0.048,cycling
21.661,3.588,28.498,0.574,4.992,0.112,0.638,0.729,1.978,5.18,1.029,21.043,75.149,48.327,60.0,0.088,0.125,0.025,cycling
12.846,2.255,18.183,0.644,4.213,0.131,1.251,1.227,1.028,3.197,1.245,27.482,131.879,30.012,85.9,0.342,0.088,0.003,cycling
20.442,2.016,23.894,0.679,2.555,0.159,1.282,0.523,0.959,2.374,1.377,18.477,241.985,41.263,94.8,0.109,0.054,0.021,cycling
16.645,1.654,22.269,0.475,5.176,0.07,1.54,0.502,0.931,4.996,1.263,16.8,179.144,24.744,94.7,0.066,0.077,0.033,cycling
16.883,3.905,21.375,0.735,7.719,0.128,0.76,1.297,1.011,2.921,1.484,25.107,205.743,42.273,69.8,0.135,0.092,0.036,cycling
21.397,1.922,26.262,0.506,2.213,0.154,0.673,0.528,1.883,4.283,1.291,43.231,172.674,33.062,65.1,0.138,0.11,0.043,cycling
18.834,1.691,22.524,0.54,4.401,0.052,0.84,1.206,1.933,5.351,1.364,19.468,106.198,19.918,87.1,0.324,0.125,0.023,cycling
11.324,2.675,16.576,0.891,5.762,0.085,1.178,0.565,1.214,4.034,1.006,31.137,63.947,34.302,83.8,0.283,0.048,0.003,cycling
21.064,2.644,24.326,0.739,4.617,0.033,0.645,1.097,1.442,5.122,1.398,38.721,210.071,54.154,68.9,0.093,0.09,0.015,cycling
17.41,3.616,20.261,0.466,7.453,0.05,1.035,0.535,0.938,3.09,1.078,24.98,70.738,48.756,92.1,0.103,0.079,0.03,cycling
20.033,1.904,23.445,0.349,6.281,0.044,1.171,0.846,1.009,2.56,1.096,32.867,110.539,35.653,74.0,0.254,0.127,0.035,cycling
15.462,2.068,19.012,0.397,6.248,0.198,1.493,0.77,1.369,5.134,1.116,35.636,198.285,19.928,92.4,0.104,0.056,0.006,cycling
13.402,3.197,15.557,0.512,7.701,0.126,1.431,0.976,1.43,2.982,1.127,16.067,157.72,45.192,71.7,0.227,0.042,0.008,cycling
19.782,3.581,25.996,0.344,6.274,0.112,0.928,0.864,0.984,5.204,1.374,34.34,232.655,43.486,91.9,0.315,0.097,0.036,cycling
18.034,2.574,20.045,0.832,6.636,0.183,0.667,0.447,1.226,5.399,1.087,19.88,52.58,19.164,68.5,0.207,0.139,0.033,cycling
15.885,1.956,23.239,0.419,2.555,0.084,1.448,0.707,1.553,2.08,1.399,29.907,175.55,28.872,69.6,0.305,0.055,0.046,cycling
17.687,3.393,23.457,0.865,2.233,0.17,0.836,0.855,1.649,2.324,1.37,41.561,147.704,43.581,87.0,0.166,0.083,0.039,cycling
12.648,1.469,20.058,0.444,2.747,0.189,0.889,1.134,1.154,4.097,1.459,16.739,104.031,42.536,73.9,0.111,0.025,0.034,cycling
16.431,0.931,21.788,0.853,7.921,0.198,1.047,1.239,1.75,4.527,1.467,18.325,249.973,34.12,84.4,0.204,0.055,0.012,cycling
22.142,1.956,29.213,0.439,5.406,0.196,0.923,0.975,1.948,4.153,1.154,17.412,174.324,22.887,72.4,0.225,0.042,0.026,cycling
16.757,3.052,22.884,0.346,7.444,0.112,1.018,1.178,1.194,4.426,1.421,21.008,222.837,45.842,70.9,0.119,0.119,0.031,cycling
20.596,3.181,26.515,0.806,6.054,0.052,1.498,1.01,0.929,4.645,1.247,25.161,181.977,20.916,92.8,0.099,0.049,0.045,cycling
17.896,2.958,21.258,0.759,7.285,0.112,0.642,1.078,1.478,4.808,1.222,28.602,89.417,44.468,91.2,0.144,0.108,0.017,cycling
23.253,3.977,26.787,0.897,2.711,0.153,0.992,1.007,1.43,3.779,1.359,21.763,103.027,54.004,79.5,0.146,0.127,0.024,cycling
18.837,1.983,21.911,0.57,3.303,0.147,0.671,1.098,1.014,5.416,1.113,43.229,51.116,38.599,60.9,0.349,0.133,0.038,cycling
17.149,0.931,22.451,0.812,7.544,0.188,0.874,0.85,1.343,5.635,1.377,35.586,186.094,39.178,68.3,0.289,0.131,0.003,cycling
17.474,3.416,25.071,0.393,6.181,0.131,1.346,1.092,0.947,4.435,1.447,19.286,213.381,19.743,85.9,0.243,0.103,0.0,cycling
20.251,2.468,25.046,0.383,5.331,0.112,1.039,0.648,1.903,5.31,1.112,21.728,178.809,36.938,64.7,0.131,0.144,0.037,cycling
12.646,1.982,19.627,0.851,3.647,0.173,1.495,0.391,1.968,4.919,1.217,43.948,245.452,28.32,80.4,0.154,0.148,0.013,cycling
22.389,3.483,28.484,0.545,6.021,0.103,0.713,0.712,1.231,3.931,1.462,39.925,239.494,23.114,71.1,0.209,0.123,0.024,cycling
11.894,1.639,18.127,0.854,6.743,0.095,1.106,1.076,1.317,3.809,1.121,26.812,245.375,54.443,92.6,0.209,0.091,0.039,cycling
14.816,0.913,22.271,0.607,6.866,0.051,1.105,1.207,1.911,3.323,1.464,32.24,150.427,52.802,91.5,0.199,0.027,0.035,cycling
23.313,2.947,26.375,0.349,6.795,0.144,1.269,1.15,1.403,5.706,1.394,18.384,133.362,54.318,80.4,0.197,0.063,0.033,cycling
15.848,2.708,22.892,0.491,7.383,0.194,1.461,1.398,1.424,5.861,1.037,19.736,144.577,33.318,83.0,0.125,0.076,0.031,cycling
16.657,3.554,19.62,0.423,3.876,0.083,1.539,1.399,1.898,3.766,1.475,35.907,69.893,39.652,78.7,0.18,0.021,0.007,cycling
22.561,1.165,27.392,0.396,6.749,0.177,0.856,0.542,1.73,4.566,1.058,25.917,63.324,36.928,71.4,0.174,0.117,0.035,cycling
20.565,1.447,27.781,0.848,6.109,0.023,1.496,0.433,1.022,2.973,1.131,21.311,90.821,36.835,90.6,0.101,0.075,0.009,cycling
14.731,3.869,18.86,0.662,2.933,0.098,0.641,1.349,1.246,5.974,1.169,18.895,178.656,23.932,91.3,0.186,0.062,0.044,cycling
19.894,3.686,26.199,0.625,2.788,0.04,1.432,0.542,0.962,3.834,1.028,23.765,144.84,51.696,60.4,0.28,0.082,0.031,cycling
19.11,3.872,25.071,0.68,7.133,0.027,1.567,0.852,1.248,4.962,1.396,43.596,124.809,49.568,75.0,0.164,0.094,0.038,cycling
15.629,2.485,19.871,0.657,7.761,0.042,0.959,0.509,1.867,4.12,1.441,27.161,80.307,44.796,67.7,0.258,0.052,0.045,cycling
18.929,2.655,25.15,0.586,5.825,0.114,1.279,0.488,1.605,2.187,1.283,30.607,128.136,19.069,63.2,0.333,0.115,0.025,cycling
14.444,2.233,17.323,0.334,3.994,0.074,1.211,1.321,1.264,5.825,1.479,33.212,109.679,41.52,67.8,0.201,0.093,0.043,cycling
21.753,3.544,24.787,0.736,3.568,0.119,0.912,0.537,1.758,3.261,1.497,28.29,166.739,26.814,61.8,0.183,0.075,0.014,cycling
11.563,1.551,15.875,0.464,6.384,0.054,1.507,0.388,1.374,2.562,1.323,17.61,192.092,20.716,69.3,0.335,0.089,0.025,cycling
23.373,3.531,28.431,0.383,7.886,0.085,1.409,0.451,1.491,5.633,1.478,37.347,51.3,41.532,78.7,0.229,0.076,0.043,cycling
18.933,1.179,21.913,0.541,4.835,0.054,1.074,1.365,1.58,5.984,1.263,16.492,223.475,44.025,61.8,0.184,0.14,0.026,cycling
17.737,1.087,20.87,0.762,2.234,0.076,0.805,0.961,1.444,4.784,1.114,44.883,84.474,45.601,82.0,0.209,0.147,0.049,cycling
18.144,1.834,22.698,0.871,6.237,0.136,1.067,0.96,1.61,5.115,1.072,16.491,116.105,23.165,84.2,0.284,0.12,0.007,cycling
11.473,3.167,18.541,0.372,2.162,0.065,1.065,0.407,1.121,4.912,1.267,42.795,139.855,20.832,93.8,0.063,0.137,0.024,cycling
20.953,1.334,28.704,0.794,2.618,0.069,0.881,1.171,1.056,3.317,1.142,39.039,164.816,25.924,79.0,0.169,0.083,0.028,cycling
18.388,3.809,23.243,0.325,7.601,0.071,1.479,0.394,1.963,3.241,1.409,40.505,115.322,41.877,88.6,0.297,0.137,0.041,cycling
20.105,0.913,25.331,0.352,6.963,0.048,1.123,0.455,0.883,4.419,1.019,22.618,148.886,18.535,89.7,0.275,0.137,0.039,cycling
21.073,3.494,25.826,0.719,5.257,0.045,0.892,0.556,1.862,5.4,1.321,44.845,191.229,40.8,92.2,0.19,0.04,0.01,cycling
15.72,3.498,19.772,0.802,3.569,0.088,1.165,0.418,1.851,5.631,1.028,43.578,116.654,36.142,78.9,0.301,0.058,0.02,cycling
13.048,1.922,18.15,0.851,2.711,0.143,1.189,1.078,1.292,5.494,1.316,30.363,119.209,37.985,87.3,0.31,0.089,0.008,cycling
23.155,2.504,30.286,0.655,7.1,0.06,1.022,1.172,1.34,5.535,1.242,17.914,217.789,34.009,67.8,0.115,0.084,0.003,cycling
23.728,2.794,28.74,0.383,3.465,0.122,1.219,0.73,1.133,2.23,1.11,26.224,230.032,23.163,77.7,0.34,0.124,0.017,cycling
16.175,2.673,20.065,0.666,4.287,0.124,0.986,1.392,1.217,3.398,1.055,40.518,93.179,51.673,94.3,0.172,0.026,0.017,cycling
20.511,1.683,27.468,0.364,2.905,0.072,1.189,0.85,1.506,4.097,1.459,20.75,52.563,19.904,87.9,0.255,0.044,0.021,cycling
17.837,0.92,23.842,0.316,4.292,0.032,0.922,1.133,0.93,3.921,1.059,25.928,97.321,23.272,74.0,0.26,0.139,0.031,cycling
11.02,1.835,15.298,0.508,7.399,0.13,0.95,0.558,1.481,5.672,1.173,34.645,174.436,35.397,81.9,0.099,0.138,0.03,cycling
19.245,1.103,24.899,0.365,5.728,0.196,1.344,1.071,1.127,2.741,1.475,25.965,74.597,44.81,94.2,0.333,0.05,0.022,cycling
16.157,2.729,20.707,0.83,3.202,0.067,1.295,1.16,1.256,3.887,1.114,35.85,130.171,38.919,94.6,0.107,0.044,0.01,cycling
11.3,2.715,14.952,0.34,4.204,0.057,1.51,1.262,1.255,5.799,1.333,24.831,239.049,53.233,88.9,0.337,0.135,0.015,cycling
15.984,1.299,18.995,0.753,3.431,0.024,0.719,1.254,1.868,4.211,1.06,33.821,161.978,25.921,66.8,0.327,0.111,0.0,cycling
14.953,1.497,21.674,0.684,6.241,0.16,0.664,0.725,1.767,5.79,1.408,41.978,122.066,29.371,90.0,0.28,0.106,0.022,cycling
22.823,3.816,27.753,0.418,3.625,0.147,0.603,1.294,1.18,3.959,1.353,30.664,211.699,24.86,73.1,0.346,0.098,0.048,cycling
14.941,1.131,18.6,0.831,2.074,0.098,1.361,0.336,1.077,5.89,1.336,44.137,241.543,27.975,70.7,0.325,0.042,0.033,cycling
21.168,3.084,28.25,0.775,4.326,0.067,1.56,0.999,0.811,4.592,1.276,44.999,183.118,37.663,68.3,0.282,0.11,0.035,cycling
12.419,1.49,15.687,0.482,4.695,0.111,1.405,0.645,1.595,3.919,1.263,43.872,185.941,52.267,82.7,0.178,0.048,0.02,cycling
17.17,2.202,24.907,0.364,7.549,0.117,1.412,1.241,1.71,2.416,1.025,40.019,115.613,53.639,88.9,0.298,0.094,0.011,cycling
13.44,1.446,16.256,0.627,6.069,0.145,0.717,0.585,1.78,5.487,1.063,26.336,106.318,36.543,69.5,0.065,0.124,0.04,cycling
19.297,2.77,24.053,0.589,7.641,0.11,1.464,0.337,1.597,5.464,1.071,31.562,117.301,24.191,86.9,0.156,0.064,0.027,cycling
12.958,3.335,15.874,0.591,4.783,0.071,1.373,0.383,1.69,4.63,1.198,38.197,182.404,28.541,94.0,0.088,0.06,0.027,cycling
11.144,1.779,15.529,0.511,3.283,0.037,1.194,0.838,1.22,5.444,1.352,30.3,136.034,32.4,81.3,0.079,0.037,0.029,cycling
12.345,2.598,19.415,0.818,3.852,0.176,0.958,0.716,1.854,2.776,1.231,18.903,151.356,30.947,84.3,0.212,0.028,0.026,cycling
19.185,2.915,27.105,0.343,6.819,0.163,1.145,0.577,1.041,3.779,1.323,35.433,94.695,33.586,94.1,0.126,0.085,0.029,cycling
18.829,1.363,22.058,0.492,2.08,0.052,1.289,0.335,1.518,5.109,1.338,35.671,99.461,32.847,67.1,0.312,0.127,0.044,cycling
12.253,0.801,15.413,0.341,4.23,0.109,0.785,1.378,1.831,5.263,1.382,44.594,195.395,49.089,61.2,0.256,0.118,0.033,cycling
15.374,2.215,20.9,0.403,4.767,0.149,0.862,0.355,1.749,5.525,1.399,19.102,138.321,18.521,80.8,0.21,0.121,0.019,cycling
11.187,2.583,16.48,0.454,6.3,0.093,1.507,1.287,1.49,2.152,1.244,35.966,62.138,46.073,71.9,0.104,0.122,0.048,cycling
23.561,3.944,25.601,0.314,3.096,0.048,0.992,0.425,1.658,5.701,1.034,44.008,161.559,40.074,65.6,0.296,0.096,0.042,cycling
21.211,2.564,26.576,0.764,3.663,0.135,1.149,0.461,1.333,2.441,1.332,40.761,69.464,28.073,93.0,0.268,0.133,0.049,cycling
19.593,2.296,25.207,0.735,4.188,0.092,1.473,0.662,1.24,4.887,1.309,43.205,160.096,50.267,93.7,0.081,0.144,0.027,cycling
15.746,3.829,19.051,0.348,6.229,0.145,1.263,1.188,1.408,5.039,1.008,37.693,148.147,26.888,83.6,0.062,0.12,0.016,cycling
18.247,1.959,24.233,0.54,5.975,0.09,1.56,0.518,1.814,3.809,1.14,43.924,214.988,27.003,70.8,0.227,0.119,0.029,cycling
17.02,2.251,24.318,0.638,5.286,0.091,0.887,0.81,1.857,5.288,1.111,35.295,163.854,53.785,93.1,0.19,0.101,0.012,cycling
23.669,2.964,27.016,0.46,2.427,0.04,0.658,0.57,1.77,4.734,1.443,39.005,133.787,38.414,81.8,0.2,0.021,0.005,cycling
12.203,2.084,16.159,0.661,4.75,0.191,1.237,1.371,1.426,5.099,1.377,40.234,98.7,45.655,63.2,0.283,0.044,0.019,cycling
22.925,3.263,27.763,0.878,4.206,0.187,1.503,1.372,1.94,3.495,1.348,39.354,61.834,37.638,79.3,0.209,0.022,0.024,cycling
17.468,0.934,20.044,0.777,3.636,0.139,1.171,0.859,1.602,2.538,1.104,21.939,145.216,38.348,63.7,0.199,0.109,0.035,cycling
14.273,1.681,17.232,0.548,7.68,0.031,1.445,0.755,1.675,2.528,1.477,33.051,123.55,33.448,79.4,0.05,0.142,0.012,cycling
