gps_speed_avg,gps_speed_var,gps_speed_max,gps_accel_rms,heading_change_rate,stop_frequency,accel_magnitude_mean,accel_magnitude_var,accel_rms,accel_jerk_mean,accel_peak_freq,gyro_magnitude_mean,gyro_magnitude_var,gyro_rms,cadence_steps_per_min,transit_corridor_overlap,dwell_time_ratio,ble_beacon_proximity,label
0.403,0.008,0.355,0.008,0.285,1.0,0.043,0.004,0.003,0.143,0.0,1.894,0.841,0.633,0.0,0.133,1.0,0.011,stationary
25.605,1.847,32.649,0.69,3.109,0.149,0.429,0.062,0.425,1.6,0.085,10.26,56.475,23.167,0.0,0.386,0.101,0.016,scooter
4.878,0.584,6.125,0.316,6.592,0.05,2.396,2.722,1.414,5.815,1.98,46.754,283.803,40.606,99.8,0.079,0.087,0.049,walking
62.067,5.44,91.004,1.554,0.583,0.194,0.405,0.12,0.476,0.924,0.012,4.387,24.298,4.979,0.0,0.898,0.32,0.706,metro
0.487,0.042,0.609,0.015,0.219,1.0,0.079,0.01,0.049,0.098,0.0,1.214,0.002,1.788,0.0,0.067,1.0,0.013,stationary
16.133,1.366,21.656,0.733,4.701,0.04,0.695,1.294,1.517,3.069,1.036,22.395,203.434,40.818,65.9,0.21,0.086,0.028,cycling
27.138,4.773,45.68,0.735,1.703,0.487,0.335,0.116,0.559,3.086,0.086,14.438,33.965,11.099,0.0,0.739,0.298,0.793,bus
4.544,0.347,5.774,0.328,3.878,0.103,2.559,1.913,2.086,5.768,2.013,34.631,213.443,28.163,108.6,0.054,0.028,0.039,walking
0.235,0.027,0.733,0.042,0.978,1.0,0.019,0.01,0.027,0.146,0.0,1.234,0.969,0.664,0.0,0.034,1.0,0.004,stationary
16.556,3.444,19.919,0.66,4.104,0.051,1.207,0.401,0.811,5.677,1.34,24.131,85.793,38.313,61.8,0.167,0.076,0.025,cycling
0.492,0.022,0.548,0.018,0.204,1.0,0.062,0.007,0.057,0.147,0.0,0.135,0.649,1.523,0.0,0.012,1.0,0.002,stationary
19.894,3.686,26.199,0.625,2.788,0.04,1.432,0.542,0.962,3.834,1.028,23.765,144.84,51.696,60.4,0.28,0.082,0.031,cycling
0.374,0.035,0.361,0.045,0.89,1.0,0.037,0.005,0.015,0.073,0.0,1.465,0.009,1.444,0.0,0.138,1.0,0.057,stationary
0.498,0.009,0.502,0.014,0.647,1.0,0.052,0.008,0.015,0.133,0.0,1.317,0.103,0.137,0.0,0.087,1.0,0.079,stationary
0.325,0.024,0.647,0.026,0.662,1.0,0.038,0.001,0.005,0.02,0.0,1.446,0.249,0.384,0.0,0.193,1.0,0.004,stationary
3.741,0.347,5.351,0.343,3.967,0.114,1.236,3.106,2.893,5.849,1.888,49.929,287.903,59.438,101.2,0.065,0.025,0.043,walking
5.783,0.509,6.381,0.288,9.312,0.022,2.068,2.426,2.158,5.266,2.17,51.151,383.528,59.961,124.5,0.052,0.006,0.041,walking
0.224,0.006,0.173,0.006,0.924,1.0,0.017,0.008,0.07,0.045,0.0,1.411,0.291,1.789,0.0,0.007,1.0,0.047,stationary
21.488,2.339,31.732,0.54,5.598,0.226,0.548,0.09,0.559,2.426,0.324,14.127,76.439,12.437,0.0,0.35,0.055,0.04,scooter
62.745,7.401,97.117,0.746,1.711,0.355,0.213,0.241,0.432,1.429,0.008,8.498,20.782,6.679,0.0,0.921,0.274,0.593,metro
17.499,3.644,21.946,0.487,2.728,0.15,1.217,1.358,1.22,3.935,1.256,15.963,182.511,28.274,75.3,0.081,0.123,0.035,cycling
63.604,5.964,78.446,0.892,3.66,0.084,0.31,0.179,0.257,1.774,0.071,7.239,76.466,11.501,0.0,0.26,0.08,0.021,car
5.21,0.536,6.987,0.322,11.972,0.1,1.224,2.068,1.453,9.483,1.608,59.316,267.741,48.306,100.7,0.127,0.088,0.024,walking
45.106,10.331,67.675,0.924,2.23,0.096,0.551,0.235,0.615,1.353,0.063,13.725,66.339,7.607,0.0,0.289,0.103,0.002,car
46.786,9.378,62.531,1.182,3.321,0.067,0.578,0.158,0.275,2.059,0.051,12.576,69.51,11.961,0.0,0.073,0.16,0.044,car
28.388,5.312,39.972,1.53,1.178,0.456,0.37,0.13,1.006,2.379,0.22,10.783,12.471,14.428,0.0,0.911,0.309,0.184,bus
18.403,1.138,21.825,0.664,2.194,0.064,1.473,0.992,0.802,4.363,1.128,21.217,74.585,54.232,81.7,0.278,0.087,0.007,cycling
25.474,10.184,53.397,0.47,5.539,0.136,0.341,0.11,0.378,1.76,0.191,19.366,28.943,21.229,0.0,0.402,0.114,0.044,car
53.672,10.079,74.585,1.154,4.592,0.202,0.571,0.155,0.416,1.183,0.163,11.776,66.387,15.662,0.0,0.112,0.056,0.048,car
66.834,20.815,92.879,1.067,2.112,0.166,0.496,0.24,0.547,0.742,0.052,8.153,13.496,4.956,0.0,0.88,0.226,0.515,metro
20.932,11.969,33.971,1.447,1.551,0.434,0.392,0.116,0.606,1.759,0.072,7.231,25.869,8.983,0.0,0.77,0.334,0.436,bus
74.943,20.609,107.491,0.59,0.357,0.295,0.198,0.068,0.442,0.781,0.117,5.499,6.98,3.827,0.0,0.93,0.245,0.347,metro
16.667,1.094,20.472,0.81,3.497,0.082,1.434,0.809,0.809,4.651,1.11,18.342,245.397,39.512,71.6,0.138,0.046,0.005,cycling
43.491,24.586,71.126,1.486,1.813,0.367,0.454,0.087,0.65,1.577,0.088,4.634,10.692,9.533,0.0,0.942,0.435,0.347,metro
20.06,1.056,25.339,0.733,4.632,0.152,0.268,0.231,0.417,1.721,0.201,14.262,88.846,20.188,0.0,0.348,0.079,0.006,scooter
59.659,19.39,88.251,0.788,1.217,0.247,0.153,0.054,0.431,0.563,0.051,5.926,25.584,12.891,0.0,0.94,0.456,0.811,metro
3.516,0.187,5.209,0.139,11.504,0.042,2.748,1.553,3.397,8.106,1.902,44.762,177.364,63.3,122.0,0.063,0.02,0.007,walking
19.762,3.968,26.014,0.736,6.067,0.064,0.918,0.737,1.661,3.092,1.071,16.258,176.322,42.408,82.0,0.232,0.119,0.002,cycling
21.94,5.399,40.798,1.28,1.233,0.459,0.56,0.209,0.727,3.228,0.235,15.074,24.535,8.651,0.0,0.868,0.42,0.075,bus
54.473,10.204,67.826,0.625,3.175,0.094,0.221,0.177,0.604,1.325,0.151,6.374,25.636,7.2,0.0,0.254,0.1,0.004,car
26.66,3.263,37.569,0.681,2.419,0.146,0.214,0.179,0.554,1.102,0.382,17.503,54.566,19.13,0.0,0.243,0.087,0.037,scooter
17.113,2.417,22.845,0.371,2.862,0.145,0.732,0.71,1.322,4.738,1.104,23.935,198.332,30.021,92.5,0.171,0.109,0.01,cycling
17.687,3.393,23.457,0.865,2.233,0.17,0.836,0.855,1.649,2.324,1.37,41.561,147.704,43.581,87.0,0.166,0.083,0.039,cycling
21.147,3.492,25.449,0.703,2.794,0.028,1.078,0.379,1.93,5.442,1.176,37.628,89.198,35.696,93.1,0.148,0.051,0.047,cycling
0.029,0.02,0.655,0.044,0.733,1.0,0.046,0.009,0.016,0.019,0.0,1.172,0.816,2.493,0.0,0.122,1.0,0.046,stationary
19.576,3.946,23.158,0.872,2.89,0.191,0.726,0.947,1.463,4.068,1.274,25.206,190.401,39.677,90.1,0.331,0.051,0.014,cycling
37.469,7.731,54.613,1.244,2.056,0.222,0.576,0.156,0.666,1.791,0.273,11.097,20.819,24.874,0.0,0.313,0.198,0.039,car
31.794,3.922,52.174,0.923,2.284,0.148,0.306,0.131,0.342,2.042,0.079,6.799,26.634,17.798,0.0,0.284,0.16,0.029,car
23.387,8.302,36.713,0.729,3.655,0.44,0.666,0.329,0.497,1.389,0.136,16.425,27.922,14.697,0.0,0.874,0.376,0.823,bus
21.835,3.228,28.21,0.889,5.816,0.198,0.396,0.249,0.719,1.199,0.36,8.009,76.019,14.537,0.0,0.153,0.117,0.015,scooter
27.493,8.463,36.28,0.943,4.1,0.58,0.56,0.546,1.069,1.575,0.15,5.293,57.739,20.68,0.0,0.834,0.26,0.102,bus
30.02,3.64,48.194,1.249,2.617,0.215,0.459,0.112,0.78,1.975,0.016,11.716,54.947,8.998,0.0,0.442,0.195,0.005,car
22.69,4.957,51.062,0.708,4.889,0.094,0.338,0.235,0.415,1.77,0.13,18.36,69.198,8.757,0.0,0.105,0.123,0.034,car
33.088,10.899,51.715,0.755,5.145,0.248,0.364,0.294,0.428,1.064,0.177,19.095,69.626,11.334,0.0,0.313,0.151,0.045,car
4.873,0.578,5.925,0.4,9.864,0.1,1.918,3.048,2.502,5.553,1.629,32.876,153.834,54.728,113.9,0.249,0.045,0.005,walking
12.342,1.507,17.485,0.543,6.314,0.131,0.957,0.934,1.006,4.566,1.121,42.659,159.809,42.647,75.2,0.129,0.043,0.035,cycling
50.252,22.952,79.312,1.21,0.347,0.427,0.333,0.056,0.315,1.101,0.15,6.694,16.765,5.853,0.0,0.866,0.407,0.917,metro
0.241,0.021,0.853,0.025,0.936,1.0,0.059,0.0,0.005,0.02,0.0,1.618,0.452,0.234,0.0,0.148,1.0,0.067,stationary
58.578,7.113,72.058,0.909,5.979,0.173,0.617,0.269,0.53,2.163,0.209,18.2,74.6,24.238,0.0,0.164,0.101,0.005,car
22.951,2.362,32.789,1.076,2.746,0.129,0.273,0.248,0.68,2.017,0.313,15.203,88.847,20.083,0.0,0.189,0.16,0.009,scooter
0.079,0.043,0.223,0.041,0.051,1.0,0.0,0.005,0.012,0.145,0.0,1.197,0.869,1.966,0.0,0.168,1.0,0.071,stationary
36.22,11.137,53.549,1.038,2.72,0.178,0.32,0.156,0.427,2.188,0.095,16.431,75.958,14.347,0.0,0.215,0.112,0.04,car
23.412,4.928,36.952,1.693,4.388,0.262,0.45,0.347,0.695,3.396,0.108,10.507,10.289,20.321,0.0,0.721,0.34,0.243,bus
40.727,9.877,57.593,0.527,0.451,0.19,0.416,0.187,0.402,1.591,0.108,9.118,5.538,8.69,0.0,0.861,0.327,0.118,metro
0.278,0.03,0.451,0.001,0.667,1.0,0.066,0.001,0.017,0.187,0.0,1.402,0.584,0.341,0.0,0.157,1.0,0.075,stationary
25.186,1.136,36.578,0.565,1.923,0.086,0.379,0.061,0.317,1.237,0.125,15.993,22.698,11.531,0.0,0.144,0.051,0.026,scooter
24.727,3.118,40.149,1.207,3.057,0.065,0.539,0.067,0.648,0.929,0.07,10.204,78.353,20.499,0.0,0.094,0.06,0.046,car
14.941,1.131,18.6,0.831,2.074,0.098,1.361,0.336,1.077,5.89,1.336,44.137,241.543,27.975,70.7,0.325,0.042,0.033,cycling
3.002,0.491,3.665,0.301,6.431,0.099,1.312,2.099,1.741,7.978,2.033,28.251,290.338,47.582,110.3,0.032,0.031,0.032,walking
16.523,1.056,27.807,0.693,4.15,0.063,0.547,0.149,0.437,1.639,0.145,24.49,52.185,30.31,0.0,0.243,0.141,0.042,scooter
35.03,10.385,43.531,1.543,5.0,0.493,0.505,0.208,0.979,2.693,0.164,15.015,27.261,10.151,0.0,0.932,0.544,0.159,bus
19.668,0.835,28.352,1.067,3.219,0.113,0.281,0.055,0.723,0.932,0.274,9.707,31.515,16.203,0.0,0.336,0.131,0.015,scooter
0.021,0.022,0.244,0.031,0.902,1.0,0.047,0.004,0.017,0.121,0.0,1.575,0.033,1.418,0.0,0.082,1.0,0.095,stationary
4.13,0.22,5.386,0.319,10.809,0.115,2.53,2.721,2.389,4.53,2.139,35.421,386.068,44.962,100.8,0.153,0.034,0.023,walking
4.999,0.23,5.911,0.336,11.428,0.115,2.159,2.078,3.403,7.278,2.153,55.566,262.347,32.471,109.0,0.239,0.073,0.018,walking
5.243,0.31,6.469,0.327,10.013,0.06,2.424,2.626,2.642,7.601,2.1,26.038,246.686,31.754,122.5,0.106,0.1,0.041,walking
21.413,3.128,26.382,0.489,7.25,0.117,1.533,0.89,0.851,3.066,1.167,26.709,91.667,22.96,60.6,0.16,0.077,0.014,cycling
20.22,1.419,23.249,0.611,4.774,0.111,0.532,0.186,0.318,1.913,0.349,24.165,25.374,25.189,0.0,0.288,0.146,0.006,scooter
57.555,13.828,79.852,0.686,0.588,0.25,0.313,0.079,0.502,1.331,0.079,2.851,17.826,9.527,0.0,0.988,0.481,0.891,metro
23.046,8.403,39.043,1.579,4.802,0.411,0.678,0.224,0.434,2.871,0.203,4.389,15.9,7.806,0.0,0.793,0.448,0.508,bus
0.351,0.04,0.573,0.018,0.082,1.0,0.077,0.002,0.067,0.115,0.0,1.165,0.024,0.571,0.0,0.035,1.0,0.016,stationary
17.075,2.928,20.791,0.67,5.066,0.125,0.392,0.063,0.271,2.468,0.282,14.656,22.575,29.822,0.0,0.38,0.132,0.05,scooter
21.71,3.149,33.563,1.02,4.433,0.126,0.226,0.191,0.305,1.353,0.102,22.492,67.598,16.663,0.0,0.076,0.2,0.006,scooter
54.933,15.79,71.634,0.71,1.237,0.249,0.439,0.185,0.209,0.985,0.038,3.259,14.951,11.693,0.0,0.894,0.266,0.749,metro
33.972,14.791,48.968,0.931,1.749,0.376,0.547,0.418,0.414,1.729,0.099,8.41,55.094,18.555,0.0,0.839,0.263,0.531,bus
17.077,1.514,22.422,0.747,4.66,0.148,1.314,1.059,1.151,5.929,1.322,34.157,218.111,22.16,90.3,0.084,0.106,0.004,cycling
19.245,1.103,24.899,0.365,5.728,0.196,1.344,1.071,1.127,2.741,1.475,25.965,74.597,44.81,94.2,0.333,0.05,0.022,cycling
14.245,1.061,18.705,0.641,5.304,0.08,1.018,1.386,1.307,2.936,1.155,37.389,188.302,24.316,69.5,0.141,0.027,0.007,cycling
0.428,0.018,0.06,0.047,0.755,1.0,0.067,0.007,0.079,0.063,0.0,0.695,0.207,2.071,0.0,0.069,1.0,0.081,stationary
19.734,2.648,22.159,0.401,4.911,0.1,0.809,0.683,1.286,2.912,1.459,26.157,214.759,24.802,94.4,0.338,0.12,0.026,cycling
15.785,0.882,23.968,0.416,3.079,0.191,0.593,0.061,0.252,2.004,0.125,23.561,33.855,11.414,0.0,0.265,0.145,0.048,scooter
53.711,21.802,84.643,1.546,1.162,0.353,0.278,0.288,0.491,0.707,0.085,9.119,21.525,8.948,0.0,0.963,0.425,0.734,metro
19.907,2.106,29.771,1.186,2.329,0.218,0.333,0.191,0.261,1.254,0.074,14.481,75.666,12.135,0.0,0.184,0.119,0.016,scooter
5.199,0.344,6.671,0.15,6.399,0.122,2.452,2.375,2.075,8.373,1.861,51.243,286.211,69.929,126.7,0.244,0.007,0.031,walking
29.327,15.295,46.817,1.388,1.001,0.426,0.406,0.111,0.836,1.203,0.033,14.798,15.269,14.837,0.0,0.785,0.323,0.309,bus
11.631,1.224,15.479,0.522,4.246,0.153,0.89,0.755,0.912,3.631,1.285,16.713,173.273,51.325,67.0,0.156,0.094,0.027,cycling
4.665,0.557,5.349,0.127,6.164,0.13,1.858,1.963,1.519,6.747,1.794,41.295,241.599,46.387,97.4,0.121,0.069,0.009,walking
0.433,0.038,0.654,0.017,0.783,1.0,0.039,0.008,0.075,0.005,0.0,1.027,0.738,2.234,0.0,0.101,1.0,0.087,stationary
4.164,0.354,5.592,0.29,6.897,0.149,2.781,1.175,2.578,4.463,2.028,56.556,197.751,44.808,105.8,0.212,0.003,0.01,walking
4.555,0.43,5.57,0.108,11.919,0.002,2.502,1.497,1.96,7.555,1.838,31.632,246.933,50.595,110.0,0.207,0.048,0.001,walking
21.799,2.171,29.044,0.941,5.121,0.206,0.393,0.145,0.653,1.173,0.312,18.844,64.688,24.289,0.0,0.36,0.051,0.034,scooter
15.613,2.291,26.504,0.753,4.18,0.23,0.474,0.075,0.473,2.201,0.299,13.15,46.677,29.001,0.0,0.317,0.059,0.023,scooter
73.099,18.283,90.989,0.745,2.18,0.182,0.182,0.079,0.293,1.026,0.12,7.925,27.645,6.409,0.0,0.863,0.437,0.463,metro
35.879,21.081,67.29,0.576,0.633,0.324,0.402,0.184,0.406,1.157,0.097,8.75,21.867,7.571,0.0,0.998,0.343,0.257,metro
0.347,0.004,0.562,0.01,0.026,1.0,0.006,0.008,0.022,0.084,0.0,0.793,0.003,1.745,0.0,0.049,1.0,0.096,stationary
3.791,0.431,5.131,0.297,8.953,0.001,1.867,0.851,2.342,4.472,1.768,23.895,178.773,41.607,95.9,0.237,0.048,0.031,walking
54.189,9.457,83.186,1.508,1.169,0.154,0.156,0.133,0.634,1.129,0.115,5.401,9.393,8.503,0.0,0.947,0.476,0.473,metro
39.11,8.069,73.922,0.8,0.605,0.276,0.233,0.281,0.643,1.27,0.021,8.729,14.49,11.26,0.0,0.874,0.45,0.835,metro
43.528,3.292,71.5,0.759,3.034,0.209,0.331,0.28,0.331,2.091,0.28,6.314,15.764,20.021,0.0,0.427,0.195,0.003,car
31.574,1.853,35.409,0.95,2.021,0.111,0.213,0.103,0.427,1.325,0.149,10.308,24.263,10.755,0.0,0.08,0.095,0.039,scooter
4.268,0.565,5.279,0.397,8.212,0.017,2.324,1.151,3.076,5.497,2.159,22.408,362.968,30.944,110.3,0.065,0.083,0.001,walking
0.585,0.041,0.24,0.047,0.78,1.0,0.016,0.002,0.006,0.019,0.0,1.987,0.093,0.65,0.0,0.014,1.0,0.018,stationary
21.718,3.357,27.665,0.521,7.908,0.117,1.182,0.803,1.925,4.175,1.325,41.969,194.209,19.713,71.1,0.31,0.127,0.027,cycling
29.065,0.825,40.531,0.851,2.584,0.208,0.443,0.12,0.348,1.91,0.218,13.51,50.131,17.672,0.0,0.245,0.165,0.031,scooter
39.435,3.526,59.081,1.047,5.657,0.079,0.297,0.068,0.437,1.431,0.169,15.318,28.293,9.649,0.0,0.428,0.102,0.012,car
20.877,3.248,24.197,0.735,5.892,0.077,0.294,0.221,0.682,1.998,0.164,14.659,24.435,18.161,0.0,0.269,0.183,0.017,scooter
13.892,0.539,20.977,0.882,2.102,0.235,0.295,0.213,0.427,2.107,0.233,16.2,82.691,11.497,0.0,0.263,0.135,0.007,scooter
5.33,0.377,5.908,0.293,8.687,0.107,1.37,1.648,2.459,9.014,1.706,52.227,142.013,47.806,112.9,0.066,0.099,0.031,walking
0.026,0.045,0.865,0.021,0.857,1.0,0.058,0.002,0.058,0.07,0.0,0.537,0.765,0.979,0.0,0.012,1.0,0.095,stationary
21.268,3.611,27.376,0.695,2.925,0.04,1.009,0.882,1.525,4.788,1.008,21.997,162.392,26.555,86.6,0.347,0.142,0.025,cycling
27.567,7.827,41.04,1.106,2.145,0.127,0.378,0.158,0.598,0.853,0.258,11.322,20.751,22.63,0.0,0.407,0.171,0.044,car
3.554,0.375,4.277,0.314,9.161,0.146,1.812,2.91,3.363,6.475,2.136,40.943,319.793,61.468,118.4,0.192,0.014,0.025,walking
31.32,6.146,46.31,0.846,2.588,0.05,0.442,0.175,0.777,1.585,0.135,11.384,58.899,17.073,0.0,0.211,0.128,0.034,car
3.685,0.442,4.635,0.194,8.99,0.039,2.219,2.365,1.732,9.93,1.824,58.348,303.499,42.726,129.4,0.005,0.085,0.044,walking
0.052,0.049,0.255,0.03,0.483,1.0,0.062,0.01,0.014,0.104,0.0,1.49,0.58,0.049,0.0,0.064,1.0,0.02,stationary
59.372,14.216,76.305,0.777,1.457,0.401,0.37,0.189,0.617,0.731,0.119,5.44,16.768,3.088,0.0,0.945,0.252,0.29,metro
57.127,9.625,70.907,1.218,5.934,0.163,0.495,0.22,0.307,2.11,0.198,8.001,27.074,21.684,0.0,0.312,0.139,0.038,car
46.533,6.69,74.318,0.838,2.831,0.112,0.565,0.127,0.45,0.975,0.163,5.417,33.556,19.363,0.0,0.099,0.175,0.017,car
21.211,2.564,26.576,0.764,3.663,0.135,1.149,0.461,1.333,2.441,1.332,40.761,69.464,28.073,93.0,0.268,0.133,0.049,cycling
21.398,6.338,36.585,1.687,2.739,0.286,0.316,0.345,0.759,3.466,0.247,13.127,44.65,6.795,0.0,0.748,0.328,0.608,bus
57.027,21.204,88.145,0.731,2.382,0.328,0.344,0.26,0.596,1.637,0.086,8.773,28.35,8.651,0.0,0.925,0.366,0.384,metro
4.101,0.581,5.294,0.345,7.113,0.088,2.109,0.952,3.444,9.828,1.9,23.268,308.32,66.899,125.6,0.032,0.087,0.001,walking
0.474,0.014,0.484,0.02,0.252,1.0,0.045,0.007,0.073,0.025,0.0,1.455,0.689,1.202,0.0,0.187,1.0,0.016,stationary
53.142,15.848,85.017,0.965,0.285,0.193,0.471,0.185,0.507,0.782,0.122,9.172,9.774,6.476,0.0,0.9,0.258,0.192,metro
24.806,10.963,35.405,0.951,1.479,0.484,0.605,0.541,1.071,1.467,0.006,14.872,41.149,15.842,0.0,0.85,0.5,0.588,bus
0.117,0.02,0.898,0.045,0.73,1.0,0.079,0.003,0.065,0.168,0.0,1.611,0.595,1.169,0.0,0.179,1.0,0.093,stationary
0.276,0.026,0.469,0.021,0.215,1.0,0.07,0.007,0.061,0.196,0.0,0.506,0.495,2.152,0.0,0.097,1.0,0.066,stationary
24.142,8.73,37.502,0.846,4.901,0.284,0.771,0.136,0.51,1.552,0.085,9.515,15.517,6.332,0.0,0.96,0.349,0.795,bus
13.832,0.668,18.399,0.982,4.224,0.247,0.36,0.21,0.306,1.896,0.134,18.704,71.892,30.209,0.0,0.37,0.104,0.015,scooter
3.873,0.161,5.184,0.191,7.454,0.089,1.329,3.156,1.763,8.287,1.697,46.727,248.425,60.717,102.8,0.006,0.006,0.0,walking
48.625,4.482,64.591,0.437,2.456,0.07,0.559,0.055,0.645,1.273,0.197,5.203,17.218,8.291,0.0,0.165,0.12,0.05,car
3.914,0.587,4.716,0.31,4.325,0.007,2.649,0.962,3.453,8.448,2.036,22.887,263.348,37.437,106.1,0.173,0.078,0.002,walking
4.965,0.343,6.747,0.364,6.472,0.044,2.458,2.967,3.109,6.823,1.795,51.881,119.165,49.043,110.0,0.182,0.032,0.04,walking
0.547,0.017,0.107,0.037,0.978,1.0,0.03,0.005,0.044,0.061,0.0,1.23,0.78,0.861,0.0,0.144,1.0,0.087,stationary
26.647,2.369,31.703,0.407,5.735,0.17,0.43,0.067,0.698,1.717,0.178,10.39,33.031,27.177,0.0,0.356,0.12,0.004,scooter
40.117,4.057,64.375,0.608,5.287,0.079,0.384,0.162,0.304,1.816,0.211,18.18,51.454,15.547,0.0,0.341,0.11,0.011,car
11.7,0.907,19.659,0.73,2.025,0.09,1.035,1.051,1.718,3.935,1.321,25.1,125.27,21.724,89.5,0.201,0.104,0.032,cycling
45.818,10.367,64.903,0.474,3.949,0.208,0.514,0.197,0.3,0.799,0.3,15.13,55.658,7.416,0.0,0.131,0.192,0.004,car
70.023,21.823,97.879,1.247,1.057,0.284,0.282,0.215,0.441,1.611,0.006,4.194,26.003,10.799,0.0,0.88,0.334,0.148,metro
41.803,9.034,69.248,1.139,3.309,0.146,0.285,0.347,0.342,1.703,0.064,13.141,46.884,19.583,0.0,0.32,0.188,0.003,car
0.558,0.017,0.292,0.029,0.404,1.0,0.031,0.003,0.014,0.026,0.0,1.632,0.87,0.907,0.0,0.145,1.0,0.054,stationary
0.075,0.02,0.363,0.021,0.33,1.0,0.068,0.0,0.025,0.192,0.0,1.79,0.047,1.897,0.0,0.088,1.0,0.044,stationary
35.995,8.673,54.538,0.649,3.396,0.419,0.331,0.179,1.0,3.438,0.077,11.741,52.843,12.541,0.0,0.953,0.282,0.074,bus
42.156,12.535,64.262,0.623,1.233,0.359,0.22,0.182,0.476,1.557,0.183,2.466,29.145,10.336,0.0,0.903,0.377,0.334,metro
18.85,10.685,34.209,1.513,2.202,0.269,0.719,0.165,0.762,3.089,0.103,14.238,46.169,19.164,0.0,0.728,0.375,0.169,bus
25.346,9.275,51.486,0.589,2.069,0.164,0.33,0.077,0.287,1.912,0.198,5.233,58.791,23.312,0.0,0.163,0.175,0.035,car
16.087,4.168,25.333,0.905,3.334,0.258,0.461,0.444,0.429,3.202,0.168,17.966,31.654,19.485,0.0,0.926,0.435,0.57,bus
4.323,0.59,5.908,0.179,8.737,0.02,1.989,1.79,1.705,7.75,1.691,23.883,238.556,65.875,118.8,0.229,0.01,0.034,walking
11.894,1.639,18.127,0.854,6.743,0.095,1.106,1.076,1.317,3.809,1.121,26.812,245.375,54.443,92.6,0.209,0.091,0.039,cycling
27.341,0.668,31.745,1.057,2.083,0.214,0.51,0.096,0.563,2.004,0.214,9.383,68.552,19.391,0.0,0.237,0.191,0.005,scooter
22.087,1.042,28.862,0.68,6.11,0.042,1.171,0.736,1.485,3.257,1.087,19.665,64.079,31.942,69.3,0.202,0.042,0.042,cycling
23.167,4.241,39.311,1.788,2.83,0.281,0.579,0.451,0.413,1.832,0.267,9.467,13.233,19.925,0.0,0.745,0.501,0.304,bus
23.849,3.414,27.466,0.36,6.293,0.143,1.477,0.399,1.585,3.747,1.483,40.288,179.873,26.996,71.0,0.083,0.046,0.034,cycling
18.036,2.053,25.421,0.437,6.9,0.099,1.056,0.683,0.974,5.084,1.269,24.613,205.189,34.117,92.2,0.097,0.122,0.04,cycling
0.167,0.021,0.816,0.008,0.74,1.0,0.072,0.004,0.047,0.019,0.0,1.281,0.144,0.127,0.0,0.13,1.0,0.095,stationary
4.538,0.473,6.139,0.38,6.574,0.038,1.888,2.307,1.54,4.157,2.009,31.295,156.614,51.166,110.3,0.022,0.088,0.002,walking
